Word,Count,POS,Definition
blade,5,n,the part of the skate that slides on the ice
blade,5,n,a broad flat body part (as of the shoulder or tongue)
blade,5,n,a cut of beef from the shoulder blade
blade,5,n,something long and thin resembling a blade of grass; a blade of lint on his suit
blade,5,n,a dashing young man; gay young blades bragged of their amorous adventures
blade,5,n,especially a leaf of grass or the broad portion of a leaf as distinct from the petiole
blahs,5,n,a general feeling of boredom and dissatisfaction
blain,5,n,an inflammatory swelling or sore
Blair,5,n,British statesman who became prime minister in 1997 (born in 1953)
Blake,5,n,visionary British poet and painter (1757-1827)
blame,5,n,a reproach for some lapse or misdeed; he took the blame for it; it was a bum rap
blanc,5,n,"a white sauce of fat, broth, and vegetables (used especially with braised meat)"
blank,5,n,a cartridge containing an explosive charge but no bullet
blank,5,n,a piece of material ready to be made into something
blare,5,n,a loud harsh or strident noise
blast,5,n,a very long fly ball
blast,5,n,an explosion (as of dynamite)
blaze,5,n,a light-colored marking; they chipped off bark to mark the trail with blazes; the horse had a blaze between its eyes
blaze,5,n,a strong flame that burns brightly; the blaze spread rapidly
bleat,5,n,the sound of sheep or goats (or any sound resembling this)
blend,5,n,the act of blending components together thoroughly
blend,5,n,a new word formed by joining two others and combining their meanings; `smog' is a blend of `smoke' and `fog'; `motel' is a portmanteau word made by combining `motor' and `hotel'; `brunch' is a well-known portmanteau
blend,5,n,an occurrence of thorough mixing
Blida,5,n,a city in northern Algeria at the foot of the Atlas Mountains to the southwest of Algiers
Bligh,5,n,"British admiral; was captain of the H.M.S. Bounty in 1789 when part of the crew mutinied and set him afloat in an open boat; a few weeks later he arrived safely in Timor 4,000 miles away (1754-1817)"
blimp,5,n,a small nonrigid airship used for observation or as a barrage balloon
blind,5,n,a protective covering that keeps things out or hinders sight; they had just moved in and had not put up blinds yet
blind,5,n,a hiding place sometimes used by hunters (especially duck hunters); he waited impatiently in the blind
blind,5,n,"people who have severe visual impairments, considered as a group; he spent hours reading to the blind"
bling,5,n,"flashy, ostentatious jewelry; the rapper was loaded with bling"
blini,5,n,Russian pancake of buckwheat flour and yeast; usually served with caviar and sour cream
blink,5,n,a reflex that closes and opens the eyes rapidly
bliss,5,n,a state of extreme happiness
blitz,5,n,a swift and violent military offensive with intensive aerial bombardment
bloat,5,n,swelling of the rumen or intestinal tract of domestic animals caused by excessive gas
Bloch,5,n,United States composer (born in Switzerland) who composed symphonies and chamber music and choral music and a piano sonata and an opera (1880-1959)
block,5,n,a solid piece of something (usually having flat rectangular sides); the pyramids were built with large stone blocks
block,5,n,housing in a large building that is divided into separate units; there is a block of classrooms in the west wing
block,5,n,an inability to remember or think of something you normally can do; often caused by emotional tension; I knew his name perfectly well but I had a temporary block
block,5,n,a number or quantity of related things dealt with as a unit; he reserved a large block of seats; he held a large block of the company's stock
block,5,n,a rectangular area in a city surrounded by streets and usually containing several buildings; he lives in the next block
block,5,n,"(computer science) a sector or group of sectors that function as the smallest data unit permitted; since blocks are often defined as a single sector, the terms `block' and `sector' are sometimes used interchangeably"
block,5,n,a three-dimensional shape with six square or rectangular sides
blond,5,n,a light grayish yellow to near white
blond,5,n,a person with fair skin and hair
blood,5,n,temperament or disposition; a person of hot blood
blood,5,n,"the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; blood carries oxygen and nutrients to the tissues and carries away waste products; the ancients believed that blood was the seat of the emotions"
blood,5,n,people viewed as members of a group; we need more young blood in this organization
bloom,5,n,a rosy color (especially in the cheeks) taken as a sign of good health
bloom,5,n,the best time of youth
blues,5,n,a type of folksong that originated among Black Americans at the beginning of the 20th century; has a melancholy sound from repeated use of blue notes
blues,5,n,a state of depression; he had a bad case of the blues
bluff,5,n,the act of bluffing in poker; deception by a false show of confidence in the strength of your cards
bluff,5,n,pretense that your position is stronger than it really is; his bluff succeeded in getting him accepted
bluff,5,n,a high steep bank (usually formed by river erosion)
blush,5,n,sudden reddening of the face (as from embarrassment or guilt or shame or modesty)
Boann,5,n,Celtic goddess; mother of Angus Og
board,5,n,a flat piece of material designed for a special purpose; he nailed boards across the windows
board,5,n,a flat portable surface (usually rectangular) designed for board games; he got out the board and set up the pieces
board,5,n,food or meals in general; she sets a fine table; room and board
board,5,n,a committee having supervisory powers; the board has seven members
board,5,n,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes
boast,5,n,speaking of yourself in superlatives
bobby,5,n,an informal term for a British policeman
bocce,5,n,Italian bowling played on a long narrow dirt court
Boell,5,n,German novelist and writer of short stories (1917-1985)
bogey,5,n,an evil spirit
bogey,5,n,(golf) a score of one stroke over par on a hole
Boise,5,n,the capital and largest city of Idaho
bolti,5,n,important food fish of the Nile and other rivers of Africa and Asia Minor
bolus,5,n,a large pill; used especially in veterinary medicine
bolus,5,n,a small round soft mass (as of chewed food)
bones,5,n,(used in the plural) a percussion instrument consisting of a pair of hollow pieces of wood or bone (usually held between the thumb and fingers) that are made to click together (as by Spanish dancers) in rhythm with the dance
bongo,5,n,large forest antelope of central Africa having a reddish-brown coat with white stripes and spiral horns
bongo,5,n,a small drum; played with the hands
bonus,5,n,anything that tends to arouse; his approval was an added fillip
bonus,5,n,an additional payment (or other remuneration) to employees as a means of increasing output
booby,5,n,small tropical gannet having a bright bill or bright feet or both
Boole,5,n,English mathematician; creator of Boolean algebra (1815-1864)
Boone,5,n,an American pioneer and guide and explorer (1734-1820)
boost,5,n,the act of giving hope or support to someone
boost,5,n,the act of giving a push; he gave her a boost over the fence
booth,5,n,small area set off by walls for special use
booth,5,n,a small shop at a fair; for selling goods or entertainment
booth,5,n,a table (in a restaurant or bar) surrounded by two high-backed benches
Booth,5,n,United States actor and assassin of President Lincoln (1838-1865)
borax,5,n,an ore of boron consisting of hydrated sodium borate; used as a flux or cleansing agent
boron,5,n,a trivalent metalloid element; occurs both in a hard black crystal and in the form of a yellow or brown powder
Bosch,5,n,Dutch painter (1450-1516)
bosom,5,n,cloth that covers the chest or breasts
bosom,5,n,a person's breast or chest
bosom,5,n,the chest considered as the place where secret thoughts are kept; his bosom was bursting with the secret
boson,5,n,any particle that obeys Bose-Einstein statistics but not the Pauli exclusion principle; all nuclei with an even mass number are bosons
bough,5,n,any of the larger branches of a tree
bourn,5,n,an archaic term for a goal or destination
bourn,5,n,an archaic term for a boundary
bovid,5,n,hollow-horned ruminants
Bowie,5,n,United States pioneer and hero of the Texas revolt against Mexico; he shared command of the garrison that resisted the Mexican attack on the Alamo where he died (1796-1836)
boxer,5,n,a breed of stocky medium-sized short-haired dog with a brindled coat and square-jawed muzzle developed in Germany
boxer,5,n,someone who fights with his fists for sport
Boxer,5,n,a member of a nationalistic Chinese secret society that led an unsuccessful rebellion in 1900 against foreign interests in China
Boyle,5,n,Irish chemist who established that air has weight and whose definitions of chemical elements and chemical reactions helped to dissociate chemistry from alchemy (1627-1691)
Boyle,5,n,United States writer (1902-1992)
Boyne,5,n,a battle in the War of the Grand Alliance in Ireland in 1690; William III defeated the deposed James II and so ended the Catholicism that had been reintroduced in England by the Stuarts
brace,5,n,a structural member used to stiffen a framework
brace,5,n,a carpenter's tool having a crank handle for turning and a socket to hold a bit for boring
