Word,Count,POS,Definition
mafia,5,n,any tightly knit group of trusted associates
Mafia,5,n,a secret terrorist group in Sicily; originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century
Mafia,5,n,a crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia
magic,5,n,any art that invokes supernatural powers
magma,5,n,molten rock in the earth's crust
magus,5,n,a member of the Zoroastrian priesthood of the ancient Persians
magus,5,n,a magician or sorcerer of ancient times
Mahan,5,n,United States naval officer and historian (1840-1914)
Mahdi,5,n,(Islam) a messianic leader who (according to popular Muslim belief) will appear before the end of the world and restore justice and religion
mahoe,5,n,shrubby tree widely distributed along tropical shores; yields a light tough wood used for canoe outriggers and a fiber used for cordage and caulk; often cultivated for ornament
Maidu,5,n,a member of a North American Indian people living east of the Sacramento river in California
Maine,5,n,a state in New England
major,5,n,the principal field of study of a student at a university; her major is linguistics
major,5,n,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain
major,5,n,a university student who is studying a particular field as the principal subject; she is a linguistics major
Major,5,n,British statesman who was prime minister from 1990 until 1997 (born in 1943)
maker,5,n,a person who makes things
Malay,5,n,a western subfamily of Western Malayo-Polynesian languages
Malay,5,n,a member of a people inhabiting the northern Malay Peninsula and Malaysia and parts of the western Malay Archipelago
maleo,5,n,Celebes megapode that lays eggs in holes in sandy beaches
malik,5,n,the leader of a town or community in some parts of Asia Minor and the Indian subcontinent; maliks rule the hinterland of Afghanistan under the protection of warlords
Malmo,5,n,a port in southern Sweden
Malta,5,n,a strategically located island to the south of Sicily in the Mediterranean Sea
Malta,5,n,a republic on the island of Malta in the Mediterranean; achieved independence from the United Kingdom in 1964
Malto,5,n,the Dravidian language spoken by the Malto
Malto,5,n,a member of the Dravidian people living in northern Bengal in eastern India
Malus,5,n,apple trees; found throughout temperate zones of the northern hemisphere
Malva,5,n,herbs and subshrubs: mallows
mamba,5,n,arboreal snake of central and southern Africa whose bite is often fatal
mambo,5,n,a Latin American dance similar in rhythm to the rumba
Mamet,5,n,United States playwright (born in 1947)
mamey,5,n,globular or ovoid tropical fruit with thick russet leathery rind and juicy yellow or reddish flesh
mammy,5,n,an offensive term for a Black nursemaid in the southern U.S.
manat,5,n,the basic unit of money in Azerbaijan
manat,5,n,the basic unit of money in Turkmenistan
Manda,5,n,a Dravidian language spoken in south central India
Mande,5,n,a group of African languages in the Niger-Congo group spoken from Senegal east as far as the Ivory Coast
Manes,5,n,a Persian prophet who founded Manichaeism (216-276)
Manet,5,n,French painter whose work influenced the impressionists (1832-1883)
manga,5,n,"graphic novel that originated in Japan, usually intended for adults and characterized by highly stylized art"
mange,5,n,a persistent and contagious disease of the skin causing inflammation and itching and loss of hair; affects domestic animals (and sometimes people)
mango,5,n,"large oval tropical fruit having smooth skin, juicy aromatic pulp, and a large hairy seed"
mango,5,n,large evergreen tropical tree cultivated for its large oval fruit
mania,5,n,an irrational but irresistible motive for a belief or action
mania,5,n,a mood disorder; an affective disorder in which the victim tends to respond excessively and sometimes violently
Manis,5,n,type genus of the Manidae
manna,5,n,hardened sugary exudation of various trees
manor,5,n,the mansion of a lord or wealthy person
manor,5,n,the landed estate of a lord (including the house on it)
manse,5,n,the residence of a clergyman (especially a Presbyterian clergyman)
Mansi,5,n,the Ugric language (related to Hungarian) spoken by the Vogul
manta,5,n,extremely large pelagic tropical ray that feeds on plankton and small fishes; usually harmless but its size make it dangerous if harpooned
manta,5,n,a blanket that is used as a cloak or shawl
manul,5,n,small wildcat of the mountains of Siberia and Tibet and Mongolia
Maori,5,n,the Oceanic language spoken by the Maori in New Zealand
Maori,5,n,an ethnic minority of Polynesian and Melanesian descent who speak Maori and live in New Zealand
maple,5,n,any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone
maple,5,n,wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring
Marat,5,n,French revolutionary leader (born in Switzerland) who was a leader in overthrowing the Girondists and was stabbed to death in his bath by Charlotte Corday (1743-1793)
march,5,n,a steady advance; the march of science; the march of time
march,5,n,the act of marching; walking with regular steps (especially in a procession of some kind); it was a long march; we heard the sound of marching
march,5,n,a procession of people walking together; the march went up Fifth Avenue
March,5,n,the month following February and preceding April
Maria,5,n,valuable timber tree of Panama
Marks,5,n,English businessman who created a retail chain (1888-1964)
marsh,5,n,low-lying wet land with grassy vegetation; usually is a transition zone between land and water; thousands of acres of marshland; the fens of eastern England
Marsh,5,n,New Zealand writer of detective stories (1899-1982)
Marsh,5,n,United States painter (1898-1954)
Marti,5,n,Cuban poet and revolutionary who fought for Cuban independence from Spain (1853-1895)
Marut,5,n,any of a group of Hindu storm gods; offspring of Rudra
Masai,5,n,a Nilotic language
maser,5,n,an acronym for microwave amplification by stimulated emission of radiation; an amplifier that works on the same principle as a laser and emits coherent microwave radiation
Mashi,5,n,a Bantu language
mason,5,n,a craftsman who works with stone or brick
Mason,5,n,English writer (1865-1948)
Mason,5,n,English film actor (1909-1984)
Mason,5,n,American Revolutionary leader from Virginia whose objections led to the drafting of the Bill of Rights (1725-1792)
masse,5,n,a shot in billiards made by hitting the cue ball with the cue held nearly vertically; the cue ball spins around another ball before hitting the object ball
matai,5,n,conifer of Australia and New Zealand
match,5,n,lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction; he always carries matches to light his pipe; as long you've a lucifer to light your fag
match,5,n,an exact duplicate; when a match is found an entry is made in the notebook
match,5,n,a burning piece of wood or cardboard; if you drop a match in there the whole place will explode
match,5,n,something that resembles or harmonizes with; that tie makes a good match with your jacket
match,5,n,a formal contest in which two or more persons or teams compete
match,5,n,the score needed to win a match
mater,5,n,an informal use of the Latin word for mother; sometimes used by British schoolboys or used facetiously
matte,5,n,a mixture of sulfides that forms when sulfide metal ores are smelted
matzo,5,n,brittle flat bread eaten at Passover
maund,5,n,a unit of weight used in Asia; has different values in different countries; the official maund in India is 82.6 pounds avoirdupois
mauve,5,n,a moderate purple
maxim,5,n,a saying that is widely accepted on its own merits
Maxim,5,n,English inventor (born in the United States) who invented the Maxim gun that was used in World War I (1840-1916)
Mayan,5,n,a member of an American Indian people of Yucatan and Belize and Guatemala who had a culture (which reached its peak between AD 300 and 900) characterized by outstanding architecture and pottery and astronomy; Mayans had a system of writing and an accurate calendar
Mayer,5,n,United States filmmaker (born in Russia) who founded his own film company and later merged with Samuel Goldwyn (1885-1957)
Mayer,5,n,United States physicist (born in Germany) noted for her research on the structure of the atom (1906-1972)
mayor,5,n,the head of a city government
mazer,5,n,a large hardwood drinking bowl
Mbeya,5,n,a city in southwestern Tanzania
McKim,5,n,United States neoclassical architect (1847-1909)
Meade,5,n,United States general in charge of the Union troops at the Battle of Gettysburg (1815-1872)
Meade,5,n,English economist noted for his studies of international trade and finance (1907-1995)
means,5,n,thing or person that acts to produce a particular effect or achieve an end; a means of control; an example is the best agency of instruction; the true way to success
means,5,n,an instrumentality for accomplishing some end
means,5,n,considerable capital (wealth or income); he is a man of means
Meany,5,n,United States labor leader who was the first president of the AFL-CIO (1894-1980)
mecca,5,n,a place that attracts many visitors; New York is a mecca for young artists
Mecca,5,n,joint capital (with Riyadh) of Saudi Arabia; located in western Saudi Arabia; as the birthplace of Muhammad it is the holiest city of Islam
Medan,5,n,a city in Indonesia; located in northeastern Sumatra
Medea,5,n,(Greek mythology) a princess of Colchis who aided Jason in taking the Golden Fleece from her father
medic,5,n,any of several Old World herbs of the genus Medicago having small flowers and trifoliate compound leaves
Medoc,5,n,red Bordeaux wine from the Medoc district of southwestern France
Melba,5,n,Australian operatic soprano (1861-1931)
melee,5,n,a noisy riotous fight
Meles,5,n,in some classifications: type genus of the subfamily Melinae
Melia,5,n,type genus of the Meliaceae: East Indian and Australian deciduous trees with leaves resembling those of the ash
melon,5,n,any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh
melon,5,n,any of various fruit of cucurbitaceous vines including: muskmelons; watermelons; cantaloupes; cucumbers
Mensa,5,n,a faint constellation in the polar region of the southern hemisphere and containing part of the Large Magellanic Cloud
mercy,5,n,alleviation of distress; showing great kindness toward the distressed; distributing food and clothing to the flood victims was an act of mercy
mercy,5,n,something for which to be thankful; it was a mercy we got out alive
merit,5,n,any admirable quality or attribute; work of great merit
meson,5,n,an elementary particle responsible for the forces in the atomic nucleus; a hadron with a baryon number of 0
Mesua,5,n,genus of tropical Asiatic trees having large solitary flowers
meter,5,n,any of various measuring instruments for measuring a quantity
meter,5,n,rhythm as given by division into parts of equal duration
meter,5,n,(prosody) the accent in a metrical foot of verse
meter,5,n,the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)
metic,5,n,an alien who paid a fee to reside in an ancient Greek city
Metis,5,n,a person in western Canada who is of Caucasian and American Indian ancestry
metro,5,n,an electric railway operating below the surface of the ground (usually in a city); in Paris the subway system is called the `metro' and in London it is called the `tube' or the `underground'
Meuse,5,n,an American operation in World War I (1918); American troops under Pershing drove back the German armies which were saved only by the armistice on November 11
Meuse,5,n,a European river; flows into the North Sea
Miami,5,n,a city and resort in southeastern Florida on Biscayne Bay; the best known city in Florida; a haven for retirees and a refuge for Cubans fleeing Castro
Miami,5,n,a member of the extinct Algonquian people formerly living in northern Indiana and southern Michigan
Micah,5,n,an Old Testament book telling the prophecies of Micah foretelling the destruction of Jerusalem
Micah,5,n,a minor Hebrew prophet (8th century BC)
Midas,5,n,(Greek legend) the greedy king of Phrygia who Dionysus gave the power to turn everything he touched into gold
middy,5,n,blouse with a sailor collar
midge,5,n,minute two-winged mosquito-like fly lacking biting mouthparts; appear in dancing swarms especially near water
midst,5,n,the location of something surrounded by other things; in the midst of the crowd
might,5,n,physical strength
Milan,5,n,the capital of Lombardy in northern Italy; has been an international center of trade and industry since the Middle Ages
miler,5,n,a runner in a one-mile race
miler,5,n,(used only in combinations) the length of something in miles; the race was a 30-miler
Mills,5,n,United States architect who was the presidentially appointed architect of Washington D.C. (1781-1855)
Milne,5,n,English writer of stories for children (1882-1956)
mimic,5,n,someone who mimics (especially an actor or actress)
Mimir,5,n,(Norse mythology) giant who lives in the roots of Yggdrasil and guards the well of wisdom
Mimus,5,n,type genus of the family Mimidae: mockingbirds
mince,5,n,food chopped into small bits; a mince of mushrooms
miner,5,n,laborer who works in a mine
minge,5,n,vulgar term for a woman's pubic hair or genitals
minim,5,n,a United States liquid unit equal to 1/60 fluidram
minim,5,n,a British imperial capacity measure (liquid or dry) equal to 1/60th fluid dram or 0.059194 cubic centimeters
Minos,5,n,son of Zeus and Europa; king of ancient Crete; ordered Daedalus to build the labyrinth; after death Minos became a judge in the underworld
Minsk,5,n,the capital of Belarus and of the Commonwealth of Independent States
miser,5,n,a stingy hoarder of money and possessions (often living miserably)
miter,5,n,a liturgical headdress worn by bishops on formal occasions
miter,5,n,the surface of a beveled end of a piece where a miter joint is made; he covered the miter with glue before making the joint
Mitra,5,n,Hindu god of friendship and alliances; usually invoked together with Varuna as a supporter of heaven and earth
Miwok,5,n,a member of the North American Indian people living in the central Sierra Nevada in California
mixer,5,n,a kitchen utensil that is used for mixing foods
mixer,5,n,electronic equipment that mixes two or more input signals to give a single output signal
mixer,5,n,club soda or fruit juice used to mix with alcohol
Mnium,5,n,mosses similar to those of genus Bryum but larger
mocha,5,n,a dark brown color
mocha,5,n,a superior dark coffee made from beans from Arabia
mocha,5,n,a flavoring made from coffee mixed with chocolate
mocha,5,n,soft suede glove leather from goatskin
model,5,n,the act of representing something (usually on a smaller scale)
model,5,n,representation of something (sometimes on a smaller scale)
model,5,n,a type of product; his car was an old model
model,5,n,a hypothetical description of a complex entity or process; the computer program was based on a model of the circulatory and respiratory systems
model,5,n,a representative form or pattern; I profited from his example
model,5,n,a person who poses for a photographer or painter or sculptor; the president didn't have time to be a model so the artist worked from photos
model,5,n,someone worthy of imitation; every child needs a role model
modem,5,n,(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line
Mogul,5,n,a member of the Muslim dynasty that ruled India until 1857
mogul,5,n,a bump on a ski slope
moire,5,n,silk fabric with a wavy surface pattern
moksa,5,n,(Hinduism) release from the cycle of rebirth
molar,5,n,grinding tooth with a broad crown; located behind the premolars
Molva,5,n,ling
Momus,5,n,god of blame and mockery
monad,5,n,(biology) a single-celled microorganism (especially a flagellate protozoan)
monad,5,n,a singular metaphysical entity from which material properties are said to derive
monad,5,n,(chemistry) an atom having a valence of one
monal,5,n,brilliantly colored pheasant of southern Asia
Monet,5,n,French impressionist painter (1840-1926)
money,5,n,wealth reckoned in terms of money; all his money is in real estate
money,5,n,the most common medium of exchange; functions as legal tender; we tried to collect the money he owed us
money,5,n,the official currency issued by a government or national bank; he changed his money into francs
mongo,5,n,100 mongo equal 1 tugrik in Mongolia
Monod,5,n,French biochemist who (with Francois Jacob) explained how genes are activated and suggested the existence of messenger RNA (1910-1976)
monte,5,n,a gambling card game of Spanish origin; 3 or 4 cards are dealt face up and players bet that one of them will be matched before the others as the cards are dealt from the pack one at a time
month,5,n,a time unit of approximately 30 days; he was given a month to pay the bill
Moody,5,n,United States evangelist (1837-1899)
Moody,5,n,United States tennis player who dominated women's tennis in the 1920s and 1930s (1905-1998)
Moore,5,n,British sculptor whose works are monumental organic forms (1898-1986)
Moore,5,n,United States poet noted for irony and wit (1887-1872)
Moore,5,n,Irish poet who wrote nostalgic and patriotic verse (1779-1852)
Moore,5,n,English philosopher (1873-1958)
Moore,5,n,English actor and comedian who appeared on television and in films (born in 1935)
Moore,5,n,United States composer of works noted for their use of the American vernacular (1893-1969)
moped,5,n,a motorbike that can be pedaled or driven by a low-powered gasoline engine
moral,5,n,the significance of a story or event; the moral of the story is to love thy neighbor
moray,5,n,family of brightly colored voracious eels of warm coastal waters; generally nonaggressive to humans but larger species are dangerous if provoked
morel,5,n,any of various edible mushrooms of the genus Morchella having a brownish spongelike cap
mores,5,n,(sociology) the conventions that embody the fundamental values of a group
Moron,5,n,"a city in Argentina, to the west of Buenos Aires"
Morse,5,n,a telegraph code in which letters and numbers are represented by strings of dots and dashes (short and long signals)
Morse,5,n,United States portrait painter who patented the telegraph and developed the Morse code (1791-1872)
Morus,5,n,type genus of the Moraceae: mulberries
Mosan,5,n,a family of Amerindian languages spoken in Washington and British Columbia
Moses,5,n,(Old Testament) the Hebrew prophet who led the Israelites from Egypt across the Red sea on a journey known as the Exodus; Moses received the Ten Commandments from God on Mount Sinai
Moses,5,n,United States painter of colorful and primitive rural scenes (1860-1961)
Mosul,5,n,a city in northern Iraq on the Tigris across from the ruins of Nineveh
motel,5,n,a motor hotel
motet,5,n,an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century
motif,5,n,"a design or figure that consists of recurring shapes or colors, as in architecture or decoration"
motif,5,n,a theme that is repeated or elaborated in a piece of music
motor,5,n,machine that converts other forms of energy into mechanical energy and so imparts motion
motor,5,n,a nonspecific agent that imparts motion; happiness is the aim of all men and the motor of all action
motto,5,n,a favorite saying of a sect or political group
mound,5,n,structure consisting of an artificial heap or bank usually of earth or stones; they built small mounds to hide behind
mound,5,n,(baseball) the slight elevation on which the pitcher stands
mount,5,n,a mounting consisting of a piece of metal (as in a ring or other jewelry) that holds a gem in place; the diamond was in a plain gold mount
mouse,5,n,any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails
mouse,5,n,a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad; on the bottom of the device is a ball that rolls on the surface of the pad; a mouse takes much more room than a trackball
mouse,5,n,person who is quiet or timid
mouth,5,n,the opening of a jar or bottle; the jar had a wide mouth
mouth,5,n,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening; she wiped lipstick from her mouth
mouth,5,n,the opening through which food is taken in and vocalizations emerge; he stuffed his mouth with candy
mouth,5,n,the point where a stream issues into a larger body of water; New York is at the mouth of the Hudson
mouth,5,n,an opening that resembles a mouth (as of a cave or a gorge); he rode into the mouth of the canyon; they built a fire at the mouth of the cave
mouth,5,n,a person conceived as a consumer of food; he has four mouths to feed
mover,5,n,a company that moves the possessions of a family or business from one site to another
mover,5,n,someone who moves
mover,5,n,workman employed by a moving company; the movers were very careful with the grand piano
movie,5,n,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement; they went to a movie every Saturday night; the film was shot on location
msasa,5,n,small shrubby African tree having compound leaves and racemes of small fragrant green flowers
mucin,5,n,a nitrogenous substance found in mucous secretions; a lubricant that protects body surfaces
mucor,5,n,any mold of the genus Mucor
mucus,5,n,protective secretion of the mucous membranes; in the gut it lubricates the passage of food and protects the epithelial cells; in the nose and throat and lungs it can make it difficult for bacteria to penetrate the body through the epithelium
mudra,5,n,ritual hand movement in Hindu religious dancing
mufti,5,n,civilian dress worn by a person who is entitled to wear a military uniform
mufti,5,n,a jurist who interprets Muslim religious law
Mugil,5,n,type genus of the Mugilidae: mullets
mulch,5,n,a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion
mummy,5,n,a body embalmed and dried and wrapped for burial (as in ancient Egypt)
mumps,5,n,an acute contagious viral disease characterized by fever and by swelling of the parotid glands
munch,5,n,a large bite; he tried to talk between munches on the sandwich
Munch,5,n,Norwegian painter (1863-1944)
Munda,5,n,a family of languages spoken by people scattered throughout central India
Munro,5,n,British writer of short stories (1870-1916)
mural,5,n,a painting that is applied to a wall surface
murre,5,n,black-and-white diving bird of northern seas
Musca,5,n,type genus of the Muscidae: houseflies
Musca,5,n,a small constellation in the polar region of the southern hemisphere near the Southern Cross and Chamaeleon
muser,5,n,a reflective thinker characterized by quiet contemplation
Musgu,5,n,a Chadic language spoken south of Lake Chad
music,5,n,musical activity (singing or whistling etc.); his music was his central interest
music,5,n,punishment for one's actions; you have to face the music; take your medicine
music,5,n,any agreeable (pleasing and harmonious) sounds; he fell asleep to the music of the wind chimes
music,5,n,(music) the sounds produced by singers or musical instruments (or reproductions of such sounds)
music,5,n,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
musth,5,n,an annual phase of heightened sexual excitement in the males of certain large mammals (especially elephants); is associated with discharge from a gland between the eye and ear; the frenzied elephant was in musth
muton,5,n,the smallest unit of DNA where a mutation can occur
Mwera,5,n,a Bantu language spoken in southern coastal Tanzania
Mylar,5,n,a thin polyester film
myoma,5,n,a benign tumor composed of muscle tissue
myope,5,n,a person with myopia; a nearsighted person
myrrh,5,n,aromatic resin that is burned as incense and used in perfume
Mysis,5,n,type genus of the family Mysidae
nabob,5,n,a wealthy man (especially one who made his fortune in the Orient)
nacho,5,n,a tortilla chip topped with cheese and chili-pepper and broiled
nadir,5,n,the point below the observer that is directly opposite the zenith on the imaginary sphere against which celestial bodies appear to be projected
nadir,5,n,an extreme state of adversity; the lowest point of anything
Nahum,5,n,an Old Testament book telling Nahum's prophecy of the fall of Nineveh
Nahum,5,n,a Hebrew minor prophet of the 7th century BC
naiad,5,n,(Greek mythology) a nymph of lakes and springs and rivers and fountains
naiad,5,n,submerged aquatic plant having narrow leaves and small flowers; of fresh or brackish water
Naias,5,n,sole genus of the family Naiadaceae
Naiki,5,n,a Dravidian language spoken in south central India
naira,5,n,the basic unit of money in Nigeria
namer,5,n,a person who gives a name or names; the owner is usually the namer of a boat
Nammu,5,n,goddess personifying the primeval sea; mother of the gods and of heaven and earth
Namoi,5,n,a river in southeastern Australia that flows generally northwest to join the Darling River
Nampa,5,n,a town in southwestern Idaho
Namur,5,n,a city in south central Belgium situated on a promontory between the Meuse River and the Sambre River; the site of intense fighting in World War I and World War II
Nanak,5,n,Indian religious leader who founded Sikhism in dissent from the caste system of Hinduism; he taught that all men had a right to search for knowledge of God and that spiritual liberation could be attained by meditating on the name of God (1469-1538)
Nancy,5,n,a city in northeastern France in Lorraine
Nanna,5,n,god of the Moon; counterpart of the Akkadian Sin
Nanna,5,n,(Norse mythology) wife of Balder
nanny,5,n,female goat
nanny,5,n,a woman who is the custodian of children
Naomi,5,n,the mother-in-law of Ruth whose story is told in the Book of Ruth in the Old Testament
naris,5,n,any of the openings to the nasal cavities that allow air to flow through the cavities to the pharynx
nasal,5,n,an elongated rectangular bone that forms the bridge of the nose
Nasua,5,n,coatis
Natal,5,n,a port city in northeastern Brazil
Natal,5,n,a region of eastern South Africa on the Indian Ocean; Natal was renamed KwaZulu-Natal in 1994
Natta,5,n,Italian chemist noted for work on polymers (1903-1979)
Nauru,5,n,"a small island in the central Pacific Ocean 2,800 miles to the southwest of Hawaii; in Micronesia to the west of the Gilbert Islands"
Nauru,5,n,an island republic on Nauru Island; phosphate exports support the economy
navel,5,n,a scar where the umbilical cord was attached; you were not supposed to show your navel on television; they argued whether or not Adam had a navel; she had a tattoo just above her bellybutton
navel,5,n,the center point or middle of something; the Incas believed that Cuzco was the navel of the universe
nawab,5,n,a governor in India during the Mogul empire
needy,5,n,needy people collectively; they try to help the needy
Nefud,5,n,a desert in northern Saudi Arabia that is noted for its red sand and violent winds
Negev,5,n,a desert in southern Israel
negus,5,n,wine and hot water with sugar and lemon juice and nutmeg
Nehru,5,n,Indian statesman and leader with Gandhi in the struggle for home rule; was the first prime minister of the Republic of India from 1947 to 1964 (1889-1964)
neigh,5,n,the characteristic sounds made by a horse
Nemea,5,n,a valley in southeastern Greece where the Nemean Games were held
Nepal,5,n,a small landlocked Asian country high in the Himalayas between India and China
Nerva,5,n,Emperor of Rome who introduced a degree of freedom after the repressive reign of Domitian; adopted Trajan as his successor (30-98)
nerve,5,n,any bundle of nerve fibers running to various organs and tissues of the body
Nervi,5,n,Italian architect who pioneered in the use of reinforced concrete (1891-1979)
Nevis,5,n,one of the islands of Saint Christopher-Nevis
newel,5,n,the central pillar of a circular staircase
nexus,5,n,a connected series or group
Nguni,5,n,a group of southern Bantu languages
ngwee,5,n,100 ngwee equal 1 kwacha in Zambia
nicad,5,n,a rechargeable battery with a nickel cathode and a cadmium anode; often used in emergency systems because of its low discharge rate when not in use
niche,5,n,(ecology) the status of an organism within its environment and community (affecting its survival as a species)
niche,5,n,a position particularly well suited to the person who occupies it; he found his niche in the academic world
nidus,5,n,a nest in which spiders or insects deposit their eggs
niece,5,n,a daughter of your brother or sister
Niger,5,n,a landlocked republic in West Africa; gained independence from France in 1960; most of the country is dominated by the Sahara Desert
Niger,5,n,an African river; flows into the South Atlantic
night,5,n,darkness; it vanished into the night
night,5,n,the dark part of the diurnal cycle considered a time unit; three nights later he collapsed
night,5,n,the time after sunset and before sunrise while it is dark outside
night,5,n,the time between sunset and midnight; he watched television every night
night,5,n,the period spent sleeping; I had a restless night
night,5,n,a period of ignorance or backwardness or gloom
night,5,n,a shortening of nightfall; they worked from morning to night
Nihau,5,n,the most northwestern Hawaiian island (beyond Kauai)
nihil,5,n,(Latin) nil; nothing (as used by a sheriff after an unsuccessful effort to serve a writ); nihil habet
NIMBY,5,n,someone who objects to siting something in their own neighborhood but does not object to it being sited elsewhere; an acronym for not in my backyard
ninja,5,n,a class of 14th century Japanese who were trained in martial arts and were hired for espionage and assassinations
ninja,5,n,a member of the ninja who were trained in martial arts and hired for espionage or sabotage or assassinations; a person skilled in ninjutsu
ninon,5,n,a fine strong sheer silky fabric made of silk or rayon or nylon
ninth,5,n,position nine in a countable series of things; going into the ninth they were a run ahead
Nintu,5,n,a name under which Ninkhursag was worshipped
Niobe,5,n,(Greek mythology) the daughter of Tantalus whose boasting about her children provoked Apollo and Artemis to slay them all; Niobe was turned to stone while bewailing her loss
niqab,5,n,a face veil covering the lower part of the face (up to the eyes) worn by observant Muslim women
Nisan,5,n,the seventh month of the civil year; the first month of the ecclesiastic year (in March and April)
Nisei,5,n,a person born in the United States of parents who emigrated from Japan
Nixon,5,n,vice president under Eisenhower and 37th President of the United States; resigned after the Watergate scandal in 1974 (1913-1994)
Njord,5,n,(Norse mythology) chief of the Vanir; god of the sea and winds and prosperity; father of Frey and Freya; sometimes subsumes Teutonic Nerthus
Nobel,5,n,Swedish chemist remembered for his invention of dynamite and for the bequest that created the Nobel prizes (1833-1896)
noise,5,n,incomprehensibility resulting from irrelevant information or meaningless facts or remarks; all the noise in his speech concealed the fact that he didn't have anything to say
noise,5,n,the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience; modern music is just noise to me
noise,5,n,a loud outcry of protest or complaint; the announcement of the election recount caused a lot of noise; whatever it was he didn't like it and he was going to let them know by making as loud a noise as he could
noise,5,n,sound of any kind (especially unintelligible or dissonant sound); he enjoyed the street noises; they heard indistinct noises of people talking; during the firework display that ended the gala the noise reached 98 decibels
noise,5,n,electrical or acoustic activity that can disturb communication
nomad,5,n,a member of a people who have no permanent home but move about according to the seasons
nomia,5,n,a genus of bee; some are important pollinators of legumes
nones,5,n,the fifth of the seven canonical hours; about 3 p.m.
noose,5,n,a loop formed in a cord or rope by means of a slipknot; it binds tighter as the cord or rope is pulled
nopal,5,n,any of several cacti of the genus Nopalea resembling prickly pears
nopal,5,n,cactus having yellow flowers and purple fruits
noria,5,n,a water wheel with buckets attached to the rim; used to raise water for transfer to an irrigation channel
Norma,5,n,a small constellation in the southern hemisphere near Lupus and Ara in the Milky Way
north,5,n,"a location in the northern part of a country, region, or city"
North,5,n,the region of the United States lying to the north of the Mason-Dixon line
North,5,n,British statesman under George III whose policies led to rebellion in the American colonies (1732-1792)
north,5,n,the cardinal compass point that is at 0 or 360 degrees
north,5,n,the direction in which a compass needle points
north,5,n,the direction corresponding to the northward cardinal compass point
Noruz,5,n,(Persian) the new year holiday in Iran and Azerbaijan and Afghanistan and Pakistan and parts of India and among the Kurds; comes at the vernal equinox
notch,5,n,a small cut
notch,5,n,a V-shaped or U-shaped indentation carved or scratched into a surface; there were four notches in the handle of his revolver
notch,5,n,a V-shaped indentation; mandibular notch
novel,5,n,a printed and bound book that is an extended work of fiction; his bookcases were filled with nothing but novels; he burned all the novels
novel,5,n,an extended fictional work in prose; usually in the form of a story
Noyes,5,n,English poet (1880-1958)
Nubia,5,n,an ancient region of northeastern Africa (southern Egypt and northern Sudan) on the Nile; much of Nubia is now under Lake Nasser
nudge,5,n,a slight push or shake
numen,5,n,a spirit believed to inhabit an object or preside over a place (especially in ancient Roman religion)
nurse,5,n,one skilled in caring for young children or the sick (usually under the supervision of a physician)
Nusku,5,n,god of fire and light; corresponds to Babylonian Girru
nyala,5,n,spiral-horned South African antelope with a fringe of white hairs along back and neck
Nyala,5,n,city in Sudan
nylon,5,n,a synthetic fabric
nylon,5,n,a thermoplastic polyamide; a family of strong resilient synthetic fibers
nymph,5,n,a larva of an insect with incomplete metamorphosis (as the dragonfly or mayfly)
nymph,5,n,(classical mythology) a minor nature goddess usually depicted as a beautiful maiden; the ancient Greeks believed that nymphs inhabited forests and bodies of water
nymph,5,n,a voluptuously beautiful young woman
Nyssa,5,n,tupelos: deciduous trees of moist habitats especially swamps and beside ponds
oakum,5,n,loose hemp or jute fiber obtained by unravelling old ropes; when impregnated with tar it was used to caulk seams and pack joints in wooden ships
oasis,5,n,a fertile tract in a desert (where the water table approaches the surface)
Oates,5,n,United States writer (born in 1938)
Oates,5,n,English conspirator who claimed that there was a Jesuit plot to assassinate Charles II (1649-1705)
Obama,5,n,44th President of the United States; first African-American President
obeah,5,n,a religious belief of African origin involving witchcraft and sorcery; practiced in parts of the West Indies and tropical Americas
obeah,5,n,(West Indies) followers of a religious system involving witchcraft and sorcery
Occam,5,n,English scholastic philosopher and assumed author of Occam's Razor (1285-1349)
ocean,5,n,a large body of water constituting a principal part of the hydrosphere
ocean,5,n,anything apparently limitless in quantity or volume
ocher,5,n,a moderate yellow-orange to orange color
ocher,5,n,any of various earths containing silica and alumina and ferric oxide; used as a pigment
Ochna,5,n,type genus of Ochnaceae; evergreen trees and shrubs of Old World tropics
