Word,Count,POS,Synonyms
smear,5,verb,blur;smudge;smutch|daub|defame;slander;smirch;asperse;denigrate;calumniate;sully;besmirch
smell,5,noun,odor;odour;olfactory sensation;olfactory perception|olfactory property;aroma;odor;odour;scent|spirit;tone;feel;feeling;flavor;flavour;look|sense of smell;olfaction;olfactory modality|smelling
smell,5,verb,smack;reek|smell out;sense
smelt,5,verb,smell|smell|smell|smack;reek;smell|smell;smell out;sense
smile,5,noun,smiling;grin;grinning
smilo,5,noun,smilo grass;Oryzopsis miliacea
smirk,5,verb,simper
smith,5,noun,Smith;Ian Smith;Ian Douglas Smith|Smith;David Smith;David Roland Smith|Smith;Kate Smith;Kathryn Elizabeth Smith|Smith;Julia Evelina Smith|Smith;Bessie Smith|Smith;Joseph Smith|Smith;John Smith;Captain John Smith|Smith;Adam Smith|metalworker
smock,5,noun,duster;gaberdine;gabardine;dust coat
smoke,5,noun,fume|smoking|roll of tobacco|pot;grass;green goddess;dope;weed;gage;sess;sens;skunk;locoweed;Mary Jane|smoking|fastball;heater;hummer;bullet
smoke,5,verb,fume
smsgt,5,noun,senior master sergeant;SMSgt
smuts,5,noun,Smuts;Jan Christian Smuts|carbon black;lampblack;soot;smut;crock|smut|smut;smut fungus|obscenity;smut;vulgarism;filth;dirty word|pornography;porno;porn;erotica;smut
smuts,5,verb,smut|smut|smut|smut
snack,5,noun,bite;collation
snack,5,verb,nosh
snail,5,noun,escargot
snake,5,noun,serpent;ophidian|snake in the grass|Snake;Snake River|Hydra;Snake
snare,5,noun,trap|snare drum;side drum|gin;noose
snare,5,verb,trap;entrap;ensnare;trammel|hook
snarl,5,noun,tangle;maze
snarl,5,verb,snap|entangle;tangle;mat|snarl up;embrangle
snead,5,noun,Snead;Sam Snead;Samuel Jackson Snead
sneer,5,noun,leer
snick,5,noun,notch;nick
snick,5,verb,nick
sniff,5,noun,snuff
sniff,5,verb,whiff|sniffle
snipe,5,verb,sharpshoot|attack;round;assail;lash out;assault
snips,5,noun,tinsnips|snip;snippet;snipping|clip;clipping;snip
snips,5,verb,nip;nip off;clip;snip;snip off|snip;clip;crop;trim;lop;dress;prune;cut back
snoek,5,noun,barracouta
snoop,5,noun,snooper
snoop,5,verb,spy;stag;sleuth
snoot,5,noun,snob;prig;snot|beak;honker;hooter;nozzle;snout;schnozzle;schnoz
snore,5,noun,snoring;stertor
snore,5,verb,saw wood;saw logs
snort,5,noun,snicker;snigger|boo;hoot;Bronx cheer;hiss;raspberry;razzing;razz;bird
snort,5,verb,huff|take a hit
snout,5,noun,neb|beak;honker;hooter;nozzle;snoot;schnozzle;schnoz|rostrum
soave,5,noun,Soave
soddy,5,noun,sod house;adobe house|Soddy;Frederick Soddy
sodom,5,noun,Sodom
sofia,5,noun,Sofia;Serdica;Bulgarian capital
softy,5,noun,softie
solan,5,noun,solan goose;solant goose;Sula bassana
solea,5,noun,Solea;genus Solea
solfa,5,noun,tonic solfa
solon,5,noun,statesman;national leader
soman,5,noun,GD
somme,5,noun,Somme;Somme River;Battle of the Somme|Somme;Somme River;Battle of the Somme
sonar,5,noun,echo sounder;asdic
sonny,5,noun,cub;lad;laddie;sonny boy
sopor,5,noun,sleep
sorex,5,noun,Sorex;genus Sorex
sorgo,5,noun,sorgho;sweet sorghum;sugar sorghum
sousa,5,noun,Sousa;John Philip Sousa;March King
souse,5,noun,alcoholic;alky;dipsomaniac;boozer;lush;soaker|drenching;soaking;sousing
souse,5,verb,drench;douse;dowse;soak;sop|dunk;dip;plunge;douse|soak;inebriate;hit it up
space,5,noun,infinite|outer space|blank|distance|blank space;place|quad
spade,5,noun,nigger;nigga;coon;jigaboo;nigra
spain,5,noun,Spain;Kingdom of Spain;Espana
spall,5,noun,spawl
spank,5,verb,paddle;larrup
spark,5,noun,flicker;glint|sparkle;twinkle;light|discharge;arc;electric arc;electric discharge|Spark;Muriel Spark;Dame Muriel Spark;Muriel Sarah Spark
spark,5,verb,trip;actuate;trigger;activate;set off;spark off;trigger off;touch off|sparkle
spasm,5,noun,cramp;muscle spasm
spate,5,noun,batch;deal;flock;good deal;great deal;hatful;heap;lot;mass;mess;mickle;mint;mountain;muckle;passel;peck;pile;plenty;pot;quite a little;raft;sight;slew;stack;tidy sum;wad|rush;surge;upsurge|freshet
spawl,5,noun,spall
spawn,5,verb,engender;breed
spear,5,noun,lance;shaft|gig;fizgig;fishgig;lance
spear,5,verb,spear up
speck,5,noun,pinpoint|atom;molecule;particle;corpuscle;mote|touch;hint;tinge;mite;pinch;jot;soupcon
specs,5,noun,spectacles;eyeglasses;glasses|specification;spec
speed,5,noun,velocity|swiftness;fastness|speeding;hurrying|focal ratio;f number;stop number|amphetamine;pep pill;upper
speed,5,verb,rush;hotfoot;hasten;hie;race;pelt along;rush along;cannonball along;bucket along;belt along;step on it|accelerate;speed up;quicken|travel rapidly;hurry;zip|accelerate;speed up
speer,5,noun,Speer;Albert Speer
speke,5,noun,Speke;John Speke;John Hanning Speke
spell,5,noun,enchantment;trance|go;tour;turn|while;piece;patch|magic spell;magical spell;charm
spell,5,verb,spell out|import|write
spelt,5,noun,Triticum spelta;Triticum aestivum spelta
spelt,5,verb,spell;spell out|spell;import|spell;write|spell|spell|spell
sperm,5,noun,sperm cell;spermatozoon;spermatozoan
spica,5,noun,Spica
spice,5,noun,spiciness;spicery
spice,5,verb,spice up|zest;spice up
spiel,5,noun,patter;line of gab
spiel,5,verb,play
spike,5,noun,ear;capitulum|spike heel;stiletto heel|spindle
spike,5,verb,transfix;impale;empale|spike out|lace;fortify
spile,5,noun,pile;piling;stilt|bung
spill,5,noun,spillway;wasteweir|spillage;release|tumble;fall
spill,5,verb,slop;splatter|run out|shed;disgorge|shed;pour forth|talk
spine,5,noun,spinal column;vertebral column;backbone;back;rachis|spur;acantha|thorn;prickle;pricker;sticker;spikelet|backbone
spire,5,noun,steeple
spirt,5,noun,jet;squirt;spurt
spirt,5,verb,spurt;gush;spout|forge;spurt
spite,5,noun,malice;maliciousness;spitefulness;venom|cattiness;bitchiness;spitefulness;nastiness
spite,5,verb,hurt;wound;injure;bruise;offend
spock,5,noun,Spock;Benjamin Spock
spode,5,noun,Spode;Josiah Spode|Spode
spoil,5,noun,spoiling;spoilage|spoliation;spoilation;despoilation;despoilment;despoliation
spoil,5,verb,botch;bodge;bumble;fumble;botch up;muff;blow;flub;screw up;ball up;muck up;bungle;fluff;bollix;bollix up;bollocks;bollocks up;bobble;mishandle;louse up;foul up;mess up;fuck up|go bad|corrupt|pamper;featherbed;cosset;cocker;baby;coddle;mollycoddle;indulge|thwart;queer;scotch;foil;cross;frustrate;baffle;bilk|itch|rape;despoil;violate;plunder|mar;impair;deflower;vitiate
spoke,5,noun,wheel spoke;radius|rundle;rung
spoke,5,verb,talk;speak;utter;mouth;verbalize;verbalise|talk;speak|speak;talk|address;speak|speak
spoof,5,noun,parody;lampoon;sendup;mockery;takeoff;burlesque;travesty;charade;pasquinade;put-on
spoof,5,verb,burlesque;parody
spook,5,noun,creep;weirdo;weirdie;weirdy|ghost;shade;wraith;specter;spectre
spool,5,noun,bobbin;reel
spoon,5,noun,spoonful
spoon,5,verb,smooch
spork,5,noun,Spork
sport,5,noun,athletics|summercater|sportsman;sportswoman|mutant;mutation;variation|fun;play
sport,5,verb,feature;boast|frolic;lark;rollick;skylark;disport;cavort;gambol;frisk;romp;run around;lark about
spots,5,noun,musca volitans;muscae volitantes;floater|topographic point;place;spot|spot|point;spot|smudge;spot;blot;daub;smear;smirch;slur|spot;speckle;dapple;patch;fleck;maculation|spot|spot|position;post;berth;office;spot;billet;place;situation|touch;spot|spot;bit|spot;pip|spotlight;spot|spot|blot;smear;smirch;spot;stain
spots,5,verb,descry;spot;espy;spy|spot;recognize;recognise;distinguish;discern;pick out;make out;tell apart|blemish;spot|spot;fleck;blob;blot|spot|spot
spout,5,verb,spurt;spirt;gush|rant;mouth off;jabber;rabbit on;rave
sprag,5,noun,pitprop
sprat,5,noun,brisling|brisling;Clupea sprattus
spray,5,noun,spraying|atomizer;atomiser;sprayer;nebulizer;nebuliser
spree,5,noun,fling
sprig,5,noun,branchlet;twig
sprue,5,noun,tropical sprue;psilosis
spume,5,verb,froth;suds
spunk,5,noun,kindling;tinder;touchwood;punk|heart;mettle;nerve
spurt,5,noun,jet;squirt;spirt
spurt,5,verb,spirt;gush;spout|forge;spirt
sq ft,5,noun,square foot
sq in,5,noun,square inch
sq yd,5,noun,square yard
squad,5,noun,team|police squad
squid,5,noun,calamari;calamary
stack,5,noun,batch;deal;flock;good deal;great deal;hatful;heap;lot;mass;mess;mickle;mint;mountain;muckle;passel;peck;pile;plenty;pot;quite a little;raft;sight;slew;spate;tidy sum;wad|push-down list;push-down stack|smokestack|push-down storage;push-down store
stack,5,verb,pile;heap
stael,5,noun,Stael;Madame de Stael;Baronne Anne Louise Germaine Necker de Steal-Holstein
staff,5,noun,faculty|stave
stage,5,noun,phase|degree;level;point|stagecoach|leg|microscope stage
stage,5,verb,present;represent|arrange
stain,5,noun,discoloration;discolouration|dirt;filth;grime;soil;grease;grunge|mark;stigma;brand|blot;smear;smirch;spot
stain,5,verb,tarnish;maculate;sully;defile
stair,5,noun,step
stake,5,noun,interest|post|stakes;bet;wager
stake,5,verb,venture;hazard;adventure;jeopardize|bet on;back;gage;game;punt|post|impale
stalk,5,noun,chaff;husk;shuck;straw;stubble|stem|stalking;still hunt|stalking|angry walk
stalk,5,verb,haunt
stall,5,noun,booth;cubicle;kiosk|stand;sales booth|carrel;carrell;cubicle|stalling
stall,5,verb,procrastinate;drag one's feet;drag one's heels;shillyshally;dilly-dally;dillydally|conk
stamp,5,noun,cast;mold;mould|impression|postage;postage stamp|tender;legal tender|revenue stamp|pestle|seal
stamp,5,verb,stomp;stump|pigeonhole;stereotype|emboss;boss
stand,5,noun,base;pedestal|rack|standstill;tie-up|point of view;viewpoint;standpoint|stall;sales booth|bandstand;outdoor stage
stand,5,verb,stand up|remain firm|digest;endure;stick out;stomach;bear;tolerate;support;brook;abide;suffer;put up|stand up;place upright|resist;fend
staph,5,noun,staphylococcus;staphylococci
stare,5,verb,gaze
starr,5,noun,Starr;Ringo Starr;Starkey;Richard Starkey
start,5,noun,beginning;commencement;first;outset;get-go;kickoff;starting time;showtime;offset|starting|startle;jump|beginning;commencement|starting line;scratch;scratch line|starting signal|head start
start,5,verb,get down;begin;get;start out;set about;set out;commence|begin;lead off;commence|depart;part;start out;set forth;set off;set out;take off|begin|originate;initiate|start up;embark on;commence|startle;jump|start up|go;get going|take up|begin|begin|protrude;pop;pop out;bulge;bulge out;bug out;come out
stash,5,noun,hoard;cache
stash,5,verb,hoard;cache;lay away;hive up;squirrel away
state,5,noun,province|nation;country;land;commonwealth;res publica;body politic|state of matter|country;land|Department of State;United States Department of State;State Department;State;DoS
state,5,verb,say;tell|submit;put forward;posit|express
stave,5,noun,staff|lag|rung;round
stave,5,verb,stave in
stays,5,noun,corset;girdle|stay|arrest;check;halt;hitch;stay;stop;stoppage|stay|stay|stay
stays,5,verb,stay;remain;rest|stay;stick;stick around;stay put|bide;abide;stay|stay;stay on;continue;remain|stay|stay;detain;delay|persist;remain;stay|last out;stay;ride out;outride|stay|stay|quell;stay;appease
stead,5,noun,position;place;lieu
steal,5,noun,bargain;buy
steal,5,verb,slip
steam,5,verb,steamer|steam clean
steel,5,noun,sword;blade;brand
steel,5,verb,nerve
steen,5,noun,Steen;Jan Steen
steer,5,noun,tip;lead;confidential information;wind;hint|bullock
steer,5,verb,maneuver;manoeuver;manoeuvre;direct;point;head;guide;channelize;channelise|guide
stein,5,noun,beer mug|Stein;Gertrude Stein
stela,5,noun,stele
stele,5,noun,stela
steps,5,noun,stairs|measure;step|footstep;pace;step;stride|step|step;stair|gradation;step|step;stone's throw|footfall;footstep;step|tone;whole tone;step;whole step|footprint;footmark;step|step|dance step;step
steps,5,verb,step|step;tread|step|mistreat;maltreat;abuse;ill-use;step;ill-treat|step|step|step|step|pace;step|step
stick,5,noun,control stick;joystick|pin;peg|joint;marijuana cigarette;reefer;spliff
stick,5,verb,lodge;wedge;deposit|stay;stick around;stay put|adhere;hold fast;bond;bind;stick to|adhere|stand by;stick by;adhere|cling;cleave;adhere;cohere|sting|perplex;vex;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound
stilt,5,noun,pile;spile;piling|Australian stilt|stiltbird;longlegs;long-legs;stilt plover;Himantopus stilt
sting,5,noun,stinging|pang|bite;insect bite|bunco;bunco game;bunko;bunko game;con;confidence trick;confidence game;con game;gyp;hustle;flimflam
sting,5,verb,bite;burn|bite;prick|stick|prick;twinge
stink,5,noun,malodor;malodour;stench;reek;fetor;foetor;mephitis
stink,5,verb,reek
stint,5,noun,stretch|least sandpiper;Erolia minutilla
stint,5,verb,scrimp;skimp|skimp;scant
stoep,5,noun,stoop
stogy,5,noun,stogie
stole,5,verb,steal|steal;slip|steal
stoma,5,noun,stomate;pore
stomp,5,verb,stamp;stump
stool,5,noun,fecal matter;faecal matter;feces;faeces;BM;ordure;dejection|toilet;can;commode;crapper;pot;potty;throne
stool,5,verb,tiller|defecate;shit;take a shit;take a crap;ca-ca;crap;make
stoop,5,noun,stoup|stoep
stoop,5,verb,crouch;bend;bow|condescend;lower oneself
stops,5,noun,Michigan;Chicago;Newmarket;boodle|stop;halt|stop;stoppage|stop;stopover;layover|arrest;check;halt;hitch;stay;stop;stoppage|stop|stop consonant;stop;occlusive;plosive consonant;plosive speech sound;plosive|period;point;full stop;stop;full point|stop|diaphragm;stop|catch;stop|blockage;block;closure;occlusion;stop;stoppage
stops,5,verb,stop;halt|discontinue;stop;cease;give up;quit;lay off|stop;halt;block;kibosh|stop;stop over|stop|break;break off;discontinue;stop|check;turn back;arrest;stop;contain;hold back|intercept;stop|end;stop;finish;terminate;cease|barricade;block;blockade;stop;block off;block up;bar|hold on;stop
store,5,noun,shop|stock;fund|memory;computer memory;storage;computer storage;memory board|storehouse;depot;entrepot;storage
store,5,verb,hive away;lay in;put in;salt away;stack away;stash away
storm,5,noun,violent storm|tempest
storm,5,verb,ramp;rage|force|surprise
story,5,noun,narrative;narration;tale|floor;level;storey|history;account;chronicle|report;news report;account;write up|fib;tale;tarradiddle;taradiddle
stoup,5,noun,stoop
stove,5,noun,kitchen stove;range;kitchen range;cooking stove
stove,5,verb,stave|stave;stave in
stowe,5,noun,Stowe;Harriet Beecher Stowe;Harriet Elizabeth Beecher Stowe
strad,5,noun,Stradavarius;Strad
strap,5,noun,shoulder strap
strap,5,verb,flog;welt;whip;lather;lash;slash;trounce
stria,5,noun,striation|band;banding;striation
strip,5,noun,slip|airstrip;flight strip;landing strip|comic strip;cartoon strip;funnies|striptease;strip show
strip,5,verb,deprive;divest|undress;discase;uncase;unclothe;strip down;disrobe;peel|leach|denude;bare;denudate|plunder;despoil;loot;reave;rifle;ransack;pillage;foray|clean|dismantle|undress;divest;disinvest
strix,5,noun,Strix;genus Strix
strum,5,verb,thrum
strut,5,noun,prance;swagger
strut,5,verb,tittup;swagger;ruffle;prance;sashay;cock
study,5,noun,survey|work|report;written report|discipline;subject;subject area;subject field;field;field of study;bailiwick|sketch|cogitation
study,5,verb,analyze;analyse;examine;canvass;canvas|consider|learn;read;take|hit the books|meditate;contemplate
stuff,5,noun,material|clobber|stuff and nonsense;hooey;poppycock
stuff,5,verb,thrust;shove;squeeze|lug;choke up;block|gorge;ingurgitate;overindulge;glut;englut;engorge;overgorge;overeat;gormandize;gormandise;gourmandize;binge;pig out;satiate;scarf out|farce
stump,5,noun,tree stump|dais;podium;pulpit;rostrum;ambo;soapbox
stump,5,verb,mix up|stomp;stamp
stupa,5,noun,tope
stupe,5,noun,stupid;stupid person;dullard;dolt;pudding head;pudden-head;poor fish;pillock
style,5,noun,manner;mode;way;fashion|expressive style|vogue;trend|dash;elan;flair;panache|stylus
style,5,verb,title
stymy,5,noun,stymie|stymie
stymy,5,verb,obstruct;blockade;block;hinder;stymie;embarrass
sucre,5,noun,Sucre
sudan,5,noun,Sudan;Republic of the Sudan;Soudan|Sudan;Soudan
sudor,5,noun,perspiration;sweat
sudra,5,noun,Shudra;Sudra|shudra
suede,5,noun,suede leather|suede cloth
sugar,5,noun,refined sugar|carbohydrate;saccharide|boodle;bread;cabbage;clams;dinero;dough;gelt;kale;lettuce;lolly;lucre;loot;moolah;pelf;scratch;shekels;simoleons;wampum
sugar,5,verb,saccharify
suite,5,noun,rooms|cortege;retinue;entourage
sukur,5,noun,Sukur
sulfa,5,noun,sulfa drug;sulpha;sulfonamide
sulla,5,noun,French honeysuckle;Hedysarum coronarium|Sulla;Lucius Cornelius Sulla Felix
sully,5,noun,Sully;Thomas Sully|Sully;Duc de Sully;Maxmilien de Bethune
sully,5,verb,defile;corrupt;taint;cloud|tarnish;stain;maculate;defile|defame;slander;smirch;asperse;denigrate;calumniate;smear;besmirch
sumac,5,noun,sumach;shumac
sumer,5,noun,Sumer
sunna,5,noun,Sunnah;Sunna;hadith
sunni,5,noun,Sunnite;Sunni;Sunni Muslim|Sunni;Sunni Islam
sunup,5,noun,dawn;dawning;morning;aurora;first light;daybreak;break of day;break of the day;dayspring;sunrise;cockcrow
suomi,5,noun,Finland;Republic of Finland;Suomi|Finnish;Suomi
surge,5,noun,rush;spate;upsurge|upsurge|billow
surge,5,verb,billow;heave|soar;soar up;soar upwards;zoom|tide|scend
surya,5,noun,Surya
susah,5,noun,Sousse;Susa;Susah
swage,5,noun,upset
swage,5,verb,upset
swain,5,noun,boyfriend;fellow;beau;young man
swamp,5,noun,swampland
swamp,5,verb,drench|deluge;flood;inundate
sward,5,noun,turf;sod;greensward
swarm,5,noun,drove;horde|cloud
swarm,5,verb,teem;pullulate|pour;stream;teem;pullulate
swash,5,verb,spatter;splatter;plash;splash;splosh|boast;tout;shoot a line;brag;gas;blow;bluster;vaunt;gasconade|swagger;bluster
swath,5,noun,belt
sweat,5,noun,perspiration;sudor|fret;stew;lather;swither|effort;elbow grease;exertion;travail
sweat,5,verb,sudate;perspire
swede,5,noun,Swede|rutabaga;turnip cabbage;Swedish turnip;rutabaga plant;Brassica napus napobrassica|rutabaga;swedish turnip;yellow turnip
sweep,5,noun,expanse|chimneysweeper;chimneysweep|slam|sweep oar|end run
sweep,5,verb,brush|sail|broom|embroil;tangle;sweep up;drag;drag in|cross;traverse;span|swing;swing out
swill,5,noun,slop;slops;pigswill;pigwash
swill,5,verb,slop|swill down
swing,5,noun,swinging;vacillation|swing music;jive|lilt|golf stroke;golf shot|baseball swing;cut
swing,5,verb,sway|swing over|sweep;swing out|dangle;drop|get around
swipe,5,verb,pilfer;cabbage;purloin;pinch;abstract;snarf;hook;sneak;filch;nobble;lift
swirl,5,noun,whirl;vortex;convolution
swirl,5,verb,twirl;twiddle;whirl|eddy;purl;whirlpool;whirl
swoon,5,noun,faint;syncope;deliquium
swoon,5,verb,faint;conk;pass out
swoop,5,noun,slide
swoop,5,verb,pounce|swoop up
sword,5,noun,blade;brand;steel
sylva,5,noun,silva
synge,5,noun,Synge;J. M. Synge;John Millington Synge;Edmund John Millington Synge
syria,5,noun,Syria;Syrian Arab Republic
syrup,5,noun,sirup
szell,5,noun,Szell;George Szell
t-bar,5,noun,T-bar lift;T-bar;Alpine lift
t-man,5,noun,T-man
tabis,5,noun,tabi|tabi
table,5,noun,tabular array|mesa|board
table,5,verb,postpone;prorogue;hold over;put over;shelve;set back;defer;remit;put off|tabularize;tabularise;tabulate
tabor,5,noun,tabour
tabuk,5,noun,Tabuk
tabun,5,noun,GA
tacca,5,noun,Tacca;genus Tacca
taegu,5,noun,Taegu;Tegu
tagus,5,noun,Tagus;Tagus River
tails,5,noun,dress suit;full dress;tailcoat;tail coat;white tie;white tie and tails|tail|fag end;tail;tail end|tail;tail end|buttocks;nates;arse;butt;backside;bum;buns;can;fundament;hindquarters;hind end;keister;posterior;prat;rear;rear end;rump;stern;seat;tail;tail end;tooshie;tush;bottom;behind;derriere;fanny;ass|tail;shadow;shadower|tail|tail;tail assembly;empennage|stern;after part;quarter;poop;tail
tails,5,verb,chase;chase after;trail;tail;tag;give chase;dog;go after;track|dock;tail;bob|tail
taint,5,noun,contamination
taint,5,verb,defile;sully;corrupt;cloud|infect
taira,5,noun,tayra;Eira barbara
tajik,5,noun,Tajik;Tadzhik|Tajikistan;Republic of Tajikistan;Tadzhikistan;Tadzhik;Tadjik;Tajik|Tajik;Tadzhik|Tajiki;Tajik;Tadzhik
takin,5,noun,gnu goat;Budorcas taxicolor
talks,5,noun,negotiation;dialogue|talk;talking|talk|talk|lecture;public lecture;talk|talk;talk of the town
talks,5,verb,talk;speak|talk;speak;utter;mouth;verbalize;verbalise|speak;talk|spill;talk|spill the beans;let the cat out of the bag;talk;tattle;blab;peach;babble;sing;babble out;blab out|lecture;talk
tally,5,noun,run|reckoning|count;counting;numeration;enumeration;reckoning
tally,5,verb,match;fit;correspond;check;jibe;gibe;agree|score;hit;rack up|chalk up|total;tot;tot up;sum;sum up;summate;tote up;add;add together;add up
talus,5,noun,scree|anklebone;astragal;astragalus
tamer,5,satellite,tame|meek;tame
tamer,5,adjective,tame|tame;tamed
tammy,5,noun,tam;tam-o'-shanter
tampa,5,noun,Tampa
tamus,5,noun,Tamus;genus Tamus
tandy,5,noun,Tandy;Jessica Tandy
taney,5,noun,Taney;Roger Taney;Roger Brooke Taney
tanga,5,noun,Tanga
tange,5,noun,Tange;Kenzo Tange
tansy,5,noun,golden buttons;scented fern;Tanacetum vulgare
taper,5,noun,wick|candle;wax light
taper,5,verb,sharpen;point
tapis,5,noun,tapestry
tappa,5,noun,tapa;tapa bark;tappa bark|tapa
tarot,5,noun,tarot card
tartu,5,noun,Tartu
tasse,5,noun,tasset
tasso,5,noun,Tasso;Torquato Tasso
taste,5,noun,taste sensation;gustatory sensation;taste perception;gustatory perception|preference;penchant;predilection|appreciation;discernment;perceptiveness|mouthful|gustation;sense of taste;gustatory modality|tasting
taste,5,verb,savor;savour|sample;try;try out|smack
tatar,5,noun,Tatar;Tartar;Mongol Tatar|Tatar|Tatar
tater,5,noun,potato;white potato;Irish potato;murphy;spud
tatou,5,noun,giant armadillo;tatu;Priodontes giganteus
tatum,5,noun,Tatum;Edward Lawrie Tatum|Tatum;Art Tatum;Arthur Tatum
taunt,5,noun,twit;taunting
taunt,5,verb,tease;razz;rag;cod;tantalize;tantalise;bait;twit;rally;ride
tauon,5,noun,tau-minus particle
taxis,5,noun,cab;hack;taxi;taxicab
taxon,5,noun,taxonomic group;taxonomic category
taxus,5,noun,Taxus;genus Taxus
tayra,5,noun,taira;Eira barbara
tchad,5,noun,Chad;Republic of Chad;Tchad
teach,5,noun,Teach;Edward Teach;Thatch;Edward Thatch;Blackbeard
teach,5,verb,learn;instruct
tears,5,noun,crying;weeping|tear;teardrop|rip;rent;snag;split;tear|bust;tear;binge;bout|tear
tears,5,verb,tear;rupture;snap;bust|tear|tear;shoot;shoot down;charge;buck|pluck;pull;tear;deplume;deplumate;displume|tear
tease,5,noun,teaser;annoyer;vexer|coquette;flirt;vamp;vamper;minx;prickteaser|teasing;ribbing;tantalization
tease,5,verb,badger;pester;bug;beleaguer|razz;rag;cod;tantalize;tantalise;bait;taunt;twit;rally;ride|tease apart;loosen|card|fluff
tebet,5,noun,Tebet;Tevet
teddy,5,noun,teddy bear|chemise;shimmy;shift;slip
teens,5,noun,adolescent;stripling;teenager;teen
teeth,5,noun,dentition|tooth|tooth|tooth|tooth|tooth
teiid,5,noun,teiid lizard
tekki,5,noun,techie
telco,5,noun,telephone company;telephone service;phone company;phone service
telex,5,noun,teletypewriter;teleprinter;teletype machine;telex machine
telly,5,noun,television receiver;television;television set;tv;tv set;idiot box;boob tube;goggle box
tempo,5,noun,pacing|pace
tench,5,noun,Tinca tinca
tenet,5,noun,dogma
tenia,5,noun,taenia;fillet
tenno,5,noun,mikado
tepee,5,noun,tipi;teepee
tepic,5,noun,Tepic
teras,5,noun,monster|Tera;Pidlimdi;Yamaltu
terce,5,noun,tierce
teres,5,noun,teres muscle
terms,5,noun,footing|price;damage|term|term|condition;term|term|term|term;full term|terminus;terminal figure;term
terms,5,verb,term
terry,5,noun,Terry;Dame Ellen Terry;Dame Alice Ellen Terry|terry cloth;terrycloth
tesla,5,noun,Tesla;Nikola Tesla
testa,5,noun,episperm;seed coat
teton,5,noun,Teton;Lakota;Teton Sioux;Teton Dakota
tevet,5,noun,Tebet;Tevet
texas,5,noun,Texas;Lone-Star State;TX
tharp,5,noun,Tharp;Twyla Tharp
theca,5,noun,sac
theft,5,noun,larceny;thievery;thieving;stealing
theia,5,noun,Thea;Theia
theme,5,noun,subject;topic|motif|melodic theme;musical theme;idea|composition;paper;report|root;root word;base;stem;radical
thief,5,noun,stealer
thigh,5,noun,second joint
thing,5,noun,matter;affair
think,5,verb,believe;consider;conceive|opine;suppose;imagine;reckon;guess|cogitate;cerebrate|remember;retrieve;recall;call back;call up;recollect|intend;mean
thole,5,noun,peg;pin;tholepin;rowlock;oarlock
thong,5,noun,lash|G-string|flip-flop
thorn,5,noun,irritant|spine;prickle;pricker;sticker;spikelet
thoth,5,noun,Thoth
thrip,5,noun,thrips;thripid
throb,5,noun,throbbing;pounding
throb,5,verb,pulsate;pulse|shudder;shiver;thrill
throw,5,noun,stroke;cam stroke
throw,5,verb,shed;cast;cast off;shake off;throw off;throw away;drop|thrust|give|flip;switch|project;cast;contrive|bewilder;bemuse;discombobulate|hurl|hold;have;make;give|confuse;fox;befuddle;fuddle;bedevil;confound;discombobulate
thrum,5,verb,hum|strum|drum;beat
thuja,5,noun,Thuja;genus Thuja
thule,5,noun,Thule|Thule;ultima Thule
thumb,5,noun,pollex|ovolo;quarter round
thumb,5,verb,hitchhike;hitch|flick;flip;riffle;leaf;riff|finger
thump,5,noun,thumping;clump;clunk;thud
thump,5,verb,beat;pound|thud|pound;poke
tiber,5,noun,Tiber;Tevere
tibet,5,noun,Tibet;Thibet;Xizang;Sitsang
tibia,5,noun,shinbone;shin bone;shin
tibit,5,noun,tebibit;Tibit
tibur,5,noun,Tivoli;Tibur
tical,5,noun,baht
tiger,5,noun,Panthera tigris
tigon,5,noun,tiglon
tilia,5,noun,Tilia;genus Tilia
tilth,5,noun,cultivated land;farmland;plowland;ploughland;tilled land;tillage
timer,5,noun,timekeeper
times,5,noun,multiplication|time;clip|time|time|time|time|time|clock time;time|fourth dimension;time|meter;metre;time|prison term;sentence;time
times,5,verb,clock;time|time|time|time|time
timor,5,noun,Timor
timur,5,noun,Tamerlane;Tamburlaine;Timur;Timur Lenk
tinca,5,noun,Tinca;genus Tinca
tinea,5,noun,ringworm;roundworm|Tinea;genus Tinea
tinge,5,noun,touch;hint;mite;pinch;jot;speck;soupcon|undertone
tinge,5,verb,color;colour;distort|tint;tinct;touch
tirol,5,noun,Tyrol;Tirol
titan,5,noun,colossus;behemoth;giant;heavyweight|Titan|Titan
titer,5,noun,titre
title,5,noun,statute title;rubric|championship|deed;deed of conveyance|title of respect;form of address|claim|claim
title,5,verb,entitle|style
titre,5,noun,titer
titty,5,noun,breast;bosom;knocker;boob;tit
titus,5,noun,Titus|Titus;Titus Vespasianus Augustus;Titus Flavius Vespasianus|Epistle of Paul the Apostle to Titus;Epistle to Titus;Titus
tizzy,5,noun,dither;pother;fuss;flap
to-do,5,noun,disturbance;disruption;commotion;flutter;hurly burly;hoo-ha;hoo-hah;kerfuffle
toady,5,noun,sycophant;crawler;lackey;ass-kisser
toady,5,verb,fawn;truckle;bootlick;kowtow;kotow;suck up
toast,5,noun,goner|pledge
toast,5,verb,crispen;crisp|drink;pledge;salute;wassail
tobey,5,noun,Tobey;Mark Tobey
tobin,5,noun,Tobin;James Tobin
