Word,Count,POS,Synonyms
squab,5,noun,dove
squab,5,satellite,squabby
squat,5,noun,knee bend;squatting|jack;doodly-squat;diddly-squat;diddlysquat;diddly-shit;diddlyshit;diddly;diddley;shit|squatting
squat,5,verb,crouch;scrunch;scrunch up;hunker;hunker down
squat,5,satellite,chunky;dumpy;low-set;squatty;stumpy|underslung
stagy,5,satellite,stagey
staid,5,satellite,sedate
stale,5,satellite,cold;dusty;moth-eaten
stark,5,satellite,blunt;crude|austere;severe;stern|arrant;complete;consummate;double-dyed;everlasting;gross;perfect;pure;sodding;staring;thoroughgoing;utter;unadulterated|bare;barren;bleak;desolate
steep,5,verb,immerse;engulf;plunge;engross;absorb;soak up|infuse
steep,5,satellite,exorbitant;extortionate;outrageous;unconscionable;usurious
stern,5,noun,after part;quarter;poop;tail|Stern;Isaac Stern|buttocks;nates;arse;butt;backside;bum;buns;can;fundament;hindquarters;hind end;keister;posterior;prat;rear;rear end;rump;seat;tail;tail end;tooshie;tush;bottom;behind;derriere;fanny;ass
stern,5,satellite,austere|grim;inexorable;relentless;unappeasable;unforgiving;unrelenting|strict;exacting|austere;severe;stark
stiff,5,noun,cadaver;corpse;clay;remains
stiff,5,satellite,starchy;buckram|firm;steadfast;steady;unbendable;unfaltering;unshakable;unwavering|rigid|besotted;blind drunk;blotto;crocked;cockeyed;fuddled;loaded;pie-eyed;pissed;pixilated;plastered;slopped;sloshed;smashed;soaked;soused;sozzled;squiffy;tight;wet
stiff,5,adjective,potent;strong
stiff,5,adverb,stiffly
still,5,noun,hush;stillness|distillery
still,5,verb,calm;calm down;quiet;tranquilize;tranquillize;tranquillise;quieten;lull|hush;quieten;silence;shut up;hush up|allay;relieve;ease
still,5,satellite,inactive;motionless;static|silent;soundless|placid;quiet;tranquil;smooth;unruffled
still,5,adjective,noneffervescent
still,5,adverb,however;nevertheless;withal;yet;all the same;even so;nonetheless;notwithstanding|even;yet|stock-still
stock,5,noun,inventory|gunstock|stock certificate|store;fund|lineage;line;line of descent;descent;bloodline;blood line;blood;pedigree;ancestry;origin;parentage;stemma|breed;strain|broth|caudex|gillyflower|Malcolm stock|neckcloth|livestock;farm animal
stock,5,verb,carry;stockpile|buy in;stock up|sprout
stock,5,satellite,banal;commonplace;hackneyed;old-hat;shopworn;threadbare;timeworn;tired;trite;well-worn|standard
stoic,5,noun,Stoic|unemotional person
stoic,5,satellite,stoical
stoic,5,adjective,Stoic
stone,5,noun,rock|rock|gem;gemstone|pit;endocarp|Stone;Harlan Stone;Harlan F. Stone;Harlan Fisk Stone|Stone;Oliver Stone|Stone;Lucy Stone|Stone;I. F. Stone;Isidor Feinstein Stone|Stone;Harlan Fiske Stone|Stone;Edward Durell Stone
stone,5,verb,lapidate|pit
stony,5,satellite,rocky;bouldery;bouldered|flinty;flint;granitic;obdurate|granitic;granitelike;rocklike
stout,5,satellite,stalwart|portly|hardy;stalwart;sturdy
straw,5,noun,chaff;husk;shuck;stalk;stubble|pale yellow;wheat|drinking straw
straw,5,verb,strew
stray,5,verb,roll;wander;swan;tramp;roam;cast;ramble;rove;range;drift;vagabond|err;drift|digress;divagate;wander
stray,5,satellite,isolated
strep,5,noun,streptococcus;streptococci
strep,5,adjective,streptococcal;streptococcic
stuck,5,verb,lodge;wedge;stick;deposit|stay;stick;stick around;stay put|adhere;hold fast;bond;bind;stick;stick to|stick|stick|adhere;stick|stand by;stick by;stick;adhere|stick|stick|stick|stick|stick|stick|cling;cleave;adhere;stick;cohere|stick;sting|perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound
stung,5,verb,bite;sting;burn|sting;bite;prick|stick;sting|prick;sting;twinge|sting
stung,5,satellite,annoyed;irritated;miffed;nettled;peeved;pissed;pissed off;riled;roiled;steamed
suave,5,satellite,debonair;debonaire;debonnaire|politic;smooth;bland
sudsy,5,adjective,lathery
sulky,5,satellite,huffish|sluggish|glooming;gloomy;gloomful
sunny,5,satellite,cheery;gay
super,5,noun,superintendent
super,5,satellite,ace;A-one;crack;first-rate;tiptop;topnotch;top-notch;tops
super,5,adverb,extremely;exceedingly;passing
surly,5,satellite,ugly
swank,5,noun,chic;chicness;chichi;modishness;smartness;stylishness;last word
swank,5,verb,flaunt;flash;show off;ostentate
swank,5,satellite,swanky
swart,5,satellite,dark-skinned;dusky;swarthy
swazi,5,noun,Swazi|Swazi
swazi,5,adjective,Swazi
sweet,5,noun,Sweet;Henry Sweet|dessert;afters|confection|sweetness;sugariness|sweetness
sweet,5,satellite,angelic;angelical;cherubic;seraphic|dulcet;honeyed;mellifluous;mellisonant|gratifying|odoriferous;odorous;perfumed;scented;sweet-scented;sweet-smelling|fresh;unfermented|sugared;sweetened;sweet-flavored
sweet,5,adjective,fresh
sweet,5,adverb,sweetly
swell,5,noun,crestless wave|dandy;dude;fop;gallant;sheik;beau;fashion plate;clotheshorse
swell,5,verb,puff up|swell up;intumesce;tumefy;tumesce|well up|well
swell,5,satellite,bang-up;bully;corking;cracking;dandy;great;groovy;keen;neat;nifty;not bad;peachy;slap-up;smashing
swept,5,verb,brush;sweep|sweep;sail|sweep;broom|embroil;tangle;sweep;sweep up;drag;drag in|cross;traverse;span;sweep|sweep|sweep|sweep|swing;sweep;swing out
swift,5,noun,Swift;Gustavus Franklin Swift|Swift;Jonathan Swift;Dean Swift|western fence lizard;blue-belly;Sceloporus occidentalis
swift,5,satellite,fleet
swish,5,verb,lap;swosh;swoosh
swish,5,satellite,classy;posh
swiss,5,noun,Swiss;Swiss people
swiss,5,adjective,Swiss
sworn,5,verb,curse;cuss;blaspheme;swear;imprecate|affirm;verify;assert;avow;aver;swan;swear|swear|swear;depose;depone|trust;swear;rely;bank
sworn,5,satellite,pledged
tabby,5,noun,tabby cat|queen
tabby,5,satellite,brindled;brindle;brinded
taboo,5,noun,tabu|tabu
taboo,5,satellite,forbidden;out;prohibited;proscribed;tabu;verboten|tabu
tacit,5,satellite,silent;understood
tacky,5,satellite,brassy;cheap;flash;flashy;garish;gaudy;gimcrack;loud;meretricious;tatty;tawdry;trashy
taken,5,verb,take|take;occupy;use up|lead;take;direct;conduct;guide|take;get hold of|assume;acquire;adopt;take on;take|take;read|bring;convey;take|take|take|choose;take;select;pick out|accept;take;have|fill;take;occupy|consider;take;deal;look at|necessitate;ask;postulate;need;require;take;involve;call for;demand|take|film;shoot;take|remove;take;take away;withdraw|consume;ingest;take in;take;have|take;submit|take;accept|take|assume;take;strike;take up|accept;admit;take;take on|take|learn;study;read;take|claim;take;exact|take;make|aim;take;train;take aim;direct|take|carry;pack;take|lease;rent;hire;charter;engage;take|subscribe;subscribe to;take|take|take|take;have|claim;take|accept;take|contain;take;hold|take|drive;take|take|contract;take;get
taken,5,satellite,interpreted
talky,5,satellite,chatty;gabby;garrulous;loquacious;talkative
tamed,5,verb,tame;chasten;subdue|tone down;moderate;tame|domesticate;cultivate;naturalize;naturalise;tame|domesticate;domesticize;domesticise;reclaim;tame|domesticate;tame
tamed,5,adjective,tame
tamil,5,noun,Tamil|Tamil
tamil,5,adjective,Tamil
tangy,5,satellite,lemony;lemonlike;sourish;tart
taped,5,verb,tape|videotape;tape|record;tape|tap|tap|tap;tip|exploit;tap|wiretap;tap;intercept;bug|tap|tap;rap;knock;pink|tap|tapdance;tap|tap|tap|solicit;beg;tap
taped,5,satellite,tape-recorded
tardy,5,satellite,belated;late
tarry,5,verb,loiter;lounge;footle;lollygag;loaf;lallygag;hang around;mess about;linger;lurk;mill about;mill around|linger
tarry,5,satellite,pitchy;resinous;resiny
tatty,5,satellite,moth-eaten;ratty;shabby|brassy;cheap;flash;flashy;garish;gaudy;gimcrack;loud;meretricious;tacky;tawdry;trashy
taupe,5,satellite,fuscous
tawny,5,satellite,tawny-brown
teary,5,satellite,teary-eyed;watery-eyed
techy,5,satellite,cranky;fractious;irritable;nettlesome;peevish;peckish;pettish;petulant;scratchy;testy;tetchy
teeny,5,satellite,bitty;bittie;teensy;teentsy;wee;weeny;weensy;teensy-weensy;teeny-weeny;itty-bitty;itsy-bitsy
tenor,5,noun,tenor voice|strain
tense,5,verb,strain|tense up|strain;tense up
tenth,5,noun,one-tenth;tenth part;ten percent
tenth,5,satellite,10th
tepid,5,satellite,lukewarm|halfhearted;half-hearted;lukewarm
terse,5,satellite,crisp;curt;laconic
testy,5,satellite,cranky;fractious;irritable;nettlesome;peevish;peckish;pettish;petulant;scratchy;tetchy;techy
texan,5,noun,Texan
texan,5,adjective,Texan
thick,5,noun,midst
thick,5,satellite,slurred|compact;heavyset;stocky;thickset|dense|deep|chummy;buddy-buddy|blockheaded;boneheaded;duncical;duncish;fatheaded;loggerheaded;thickheaded;thick-skulled;wooden-headed
thick,5,adverb,thickly|thickly
third,5,noun,one-third;tierce|third base|third gear|third base
third,5,satellite,3rd;tertiary
third,5,adverb,thirdly
three,5,noun,3;III;trio;threesome;tierce;leash;troika;triad;trine;trinity;ternary;ternion;triplet;tercet;terzetto;trey;deuce-ace|trey
three,5,satellite,3;iii
tight,5,satellite,taut|compressed|mean;mingy;miserly|close|close|besotted;blind drunk;blotto;crocked;cockeyed;fuddled;loaded;pie-eyed;pissed;pixilated;plastered;slopped;sloshed;smashed;soaked;soused;sozzled;squiffy;stiff;wet|nasty|rigorous;stringent
tight,5,adverb,fast|close;closely
tiled,5,verb,tile
timed,5,verb,clock;time|time|time|time|time
timid,5,noun,cautious
timid,5,adjective,diffident;shy;unsure
timid,5,satellite,faint;fainthearted;faint-hearted
tined,5,verb,tin|can;tin;put up|tin
tined,5,satellite,pronged
tinny,5,satellite,bum;cheap;cheesy;chintzy;crummy;punk;sleazy
tippy,5,satellite,crank;cranky;tender
tipsy,5,satellite,potty;tiddly
tired,5,verb,tire;pall;weary;fatigue;jade|tire;wear upon;tire out;wear;weary;jade;wear out;outwear;wear down;fag out;fag;fatigue|run down;exhaust;play out;sap;tire|bore;tire
tired,5,satellite,banal;commonplace;hackneyed;old-hat;shopworn;stock;threadbare;timeworn;trite;well-worn
token,5,noun,item|keepsake;souvenir;relic
token,5,satellite,nominal;tokenish
tonal,5,adjective,tonic
toned,5,verb,tone;chant;intone|tone;inflect;modulate|tone|tone|tone;tone up;strengthen
tonic,5,noun,tonic water;quinine water|pop;soda;soda pop;soda water|keynote|restorative
tonic,5,adjective,tonal|accented
tonic,5,satellite,bracing;brisk;fresh;refreshing;refreshful
total,5,noun,sum;totality;aggregate|sum;amount
total,5,verb,number;add up;come;amount|tot;tot up;sum;sum up;summate;tote up;add;add together;tally;add up
total,5,satellite,entire;full|full
tough,5,noun,street fighter|hood;hoodlum;goon;punk;thug;toughie;strong-armer|bully;hooligan;ruffian;roughneck;rowdy;yob;yobo;yobbo
tough,5,satellite,rugged|sturdy|ruffianly|bad|hard|baffling;elusive;knotty;problematic;problematical
tough,5,adjective,toughened
treed,5,verb,corner;tree|tree|tree|tree;shoetree
treed,5,satellite,at bay;cornered;trapped
tried,5,verb,try;seek;attempt;essay;assay|test;prove;try;try out;examine;essay|judge;adjudicate;try|sample;try;try out;taste|hear;try|try|try;strain;stress|try;render|try on;try
tried,5,satellite,tested;well-tried|tested;time-tested;tried and true
trite,5,satellite,banal;commonplace;hackneyed;old-hat;shopworn;stock;threadbare;timeworn;tired;well-worn
tubby,5,satellite,dumpy;podgy;pudgy;roly-poly
tubed,5,verb,tube|tube|tube|tube
tudor,5,noun,Tudor;House of Tudor|Tudor;Antony Tudor|Tudor
tudor,5,adjective,Tudor
tumid,5,satellite,bombastic;declamatory;large;orotund;turgid|puffy;intumescent;tumescent;turgid|erect
typic,5,satellite,emblematic;exemplary
ultra,5,satellite,extremist;radical
umber,5,noun,chocolate;coffee;deep brown;burnt umber
uncut,5,adjective,untrimmed|unmown|rough
uncut,5,satellite,full-length
under,5,satellite,nether
under,5,adverb,below
undue,5,satellite,unjustified;unwarranted|excessive;inordinate;unreasonable
unfit,5,verb,disqualify;indispose
unfit,5,satellite,bad;unsound
union,5,noun,labor union;trade union;trades union;brotherhood|Union;North|coupling;mating;pairing;conjugation;sexual union|unification|marriage;matrimony;spousal relationship;wedlock|conglutination|sum;join|unification;uniting;conjugation;jointure
union,5,satellite,Union;Federal
unlit,5,adjective,unlighted
unlit,5,satellite,lightless;unilluminated;unlighted
unwed,5,satellite,unwedded
up on,5,satellite,abreast;au courant;au fait
up to,5,satellite,adequate to;capable;equal to
upper,5,noun,upper berth|amphetamine;pep pill;speed
upset,5,noun,disturbance;perturbation|derangement;overthrow|disorder|swage|overturn;turnover|overturn
upset,5,verb,discompose;untune;disconcert;discomfit|disturb;trouble|overturn;tip over;turn over;knock over;bowl over;tump over|swage
upset,5,satellite,disquieted;distressed;disturbed;worried|broken;confused;disordered|overturned;upturned
usual,5,satellite,common
utile,5,adjective,useful
utter,5,verb,express;verbalize;verbalise;give tongue to|emit;let out;let loose|talk;speak;mouth;verbalize;verbalise
utter,5,satellite,arrant;complete;consummate;double-dyed;everlasting;gross;perfect;pure;sodding;stark;staring;thoroughgoing;unadulterated|dead
uveal,5,adjective,uveous
vagal,5,adjective,pneumogastric
vague,5,satellite,obscure|dim;faint;shadowy;wispy
vague,5,adjective,undefined
vaned,5,satellite,fledged
vapid,5,satellite,bland;flat;flavorless;flavourless;insipid;savorless;savourless
vatic,5,satellite,divinatory;mantic;sibylline;sibyllic;vatical
vedic,5,adjective,Vedic
velar,5,noun,velar consonant
venal,5,satellite,corruptible;bribable;dishonest;purchasable
vexed,5,verb,annoy;rag;get to;bother;get at;irritate;rile;nark;nettle;gravel;vex;chafe;devil|worry;vex|agitate;vex;disturb;commove;shake up;stir up;raise up|vex|perplex;vex;stick;get;puzzle;mystify;baffle;beat;pose;bewilder;flummox;stupefy;nonplus;gravel;amaze;dumbfound
vexed,5,satellite,annoyed;harassed;harried;pestered
vital,5,satellite,critical|life-sustaining|full of life;lively
vivid,5,satellite,graphic;lifelike;pictorial|bright;brilliant|intense
vocal,5,noun,vocal music|song
vocal,5,satellite,outspoken
volar,5,adjective,palmar
wacky,5,satellite,cockamamie;cockamamy;goofy;sappy;silly;whacky;zany|balmy;barmy;bats;batty;bonkers;buggy;cracked;crackers;daft;dotty;fruity;haywire;kooky;kookie;loco;loony;loopy;nuts;nutty;round the bend;around the bend;whacky
warty,5,satellite,verrucose;wartlike
washy,5,satellite,watery;weak|bleached;faded;washed-out
waste,5,noun,waste material;waste matter;waste product|wastefulness;dissipation|thriftlessness;wastefulness|barren;wasteland|permissive waste
waste,5,verb,blow;squander|run off|neutralize;neutralise;liquidate;knock off;do in|consume;squander;ware|pine away;languish|emaciate;macerate|lay waste to;devastate;desolate;ravage;scourge|rot
waste,5,satellite,godforsaken;wild
waxed,5,verb,wax|wax;mount;climb;rise|wax;full
waxen,5,adjective,waxy
waxen,5,satellite,waxlike;waxy
weary,5,verb,tire;wear upon;tire out;wear;jade;wear out;outwear;wear down;fag out;fag;fatigue|tire;pall;fatigue;jade
weary,5,satellite,aweary
webby,5,satellite,lacy;netlike;netted;webbed;weblike
weedy,5,satellite,scraggy;boney;scrawny;skinny;underweight
weeny,5,satellite,bitty;bittie;teensy;teentsy;teeny;wee;weensy;teensy-weensy;teeny-weeny;itty-bitty;itsy-bitsy
weird,5,noun,Wyrd;Weird
weird,5,satellite,eldritch;uncanny;unearthly
welsh,5,noun,Welshman;Welsh;Cambrian;Cymry|Welsh;Cymric|Welsh;Welsh Black
welsh,5,verb,welch
welsh,5,adjective,Welsh;Cambrian
whiny,5,satellite,fretful;querulous;whiney
white,5,noun,White;White person;Caucasian|whiteness|White;Edward White;Edward D. White;Edward Douglas White Jr.|White;Patrick White;Patrick Victor Martindale White|White;T. H. White;Theodore Harold White|White;Stanford White|White;E. B. White;Elwyn Brooks White|White;Andrew D. White;Andrew Dickson White|White;White River|egg white;albumen;ovalbumin|flannel;gabardine;tweed
white,5,verb,whiten
white,5,satellite,snowy|lily-white|white-hot|blank;clean|whitened|ashen;blanched;bloodless;livid
whole,5,noun,unit
whole,5,satellite,unharmed;unhurt;unscathed|hale|solid;unanimous
whole,5,adverb,wholly;entirely;completely;totally;all;altogether
wimpy,5,satellite,wimpish
windy,5,satellite,blowy;breezy|airy;impractical;visionary;Laputan|long-winded;tedious;verbose;wordy
winey,5,satellite,winy
wired,5,verb,wire|cable;telegraph;wire|wire|wire|electrify;wire
wired,5,satellite,pumped-up;pumped up;pumped
wispy,5,satellite,wisplike|dim;faint;shadowy;vague
wizen,5,satellite,shriveled;shrivelled;shrunken;withered;wizened
wonky,5,satellite,askew;awry;cockeyed;lopsided;skew-whiff|rickety;shaky;wobbly
woody,5,satellite,arboraceous;arboreous;woodsy
wooly,5,satellite,flocculent;woolly|addled;befuddled;muddled;muzzy;woolly;woolly-headed;wooly-minded|woolly;wooly-haired;woolly-haired
woozy,5,satellite,dizzy;giddy;vertiginous
wordy,5,satellite,long-winded;tedious;verbose;windy
world,5,noun,universe;existence;creation;cosmos;macrocosm|domain|reality|Earth;earth;globe|populace;public|worldly concern;earthly concern;earth|human race;humanity;humankind;human beings;humans;mankind;man
world,5,satellite,global;planetary;worldwide;world-wide
wormy,5,satellite,vermiculate;worm-eaten|cringing;groveling;grovelling;wormlike
worse,5,adjective,worsened|bad|regretful;sorry;bad
worse,5,satellite,bad;big|bad;tough|bad;spoiled;spoilt|bad;uncollectible|bad|bad|bad;risky;high-risk;speculative|bad;unfit;unsound|bad|bad|bad;forged|bad;defective
worst,5,verb,pip;mop up;whip;rack up
worst,5,adjective,bad|regretful;sorry;bad
worst,5,satellite,bad;big|bad;tough|bad;spoiled;spoilt|bad;uncollectible|bad|bad|bad;risky;high-risk;speculative|bad;unfit;unsound|bad|bad|bad;forged|bad;defective
worth,5,noun,Worth;Charles Frederick Worth
worth,5,satellite,deserving
wound,5,noun,lesion|injury;combat injury|wounding
wound,5,verb,injure|hurt;injure;bruise;offend;spite|weave;wind;thread;meander;wander|wind;twist;curve|wind;wrap;roll;twine|scent;nose;wind|wind;wind up|wreathe;wind|hoist;lift;wind
woven,5,verb,weave;interweave|weave;tissue|waver;weave|weave;wind;thread;meander;wander
wrong,5,noun,wrongfulness|legal injury;damage
wrong,5,adjective,incorrect
wrong,5,satellite,improper|amiss;awry;haywire|incorrect|ill-timed;unseasonable;untimely|faulty;incorrect
wrong,5,adverb,incorrectly;wrongly
wroth,5,satellite,wrathful;wrothful
xciii,5,satellite,ninety-three;93
xcvii,5,satellite,ninety-seven;97
xliii,5,satellite,forty-three;43
xlvii,5,satellite,forty-seven;47
xviii,5,noun,eighteen;18;XVIII
xviii,5,satellite,eighteen;18
xxiii,5,noun,twenty-three;23;XXIII
xxiii,5,satellite,twenty-three;23
xxvii,5,noun,twenty-seven;27;XXVII
xxvii,5,satellite,twenty-seven;27
xxxii,5,satellite,thirty-two;32
xxxiv,5,satellite,thirty-four;34
xxxvi,5,satellite,thirty-six;36
yogic,5,adjective,yogistic
young,5,noun,offspring|Young;Loretta Young|Young;Whitney Young;Whitney Moore Young Jr.|Young;Thomas Young|Young;Pres Young;Lester Willis Young|Young;Edward Young|Young;Cy Young;Danton True Young|Young;Brigham Young|youth
young,5,adjective,immature
young,5,satellite,new|youthful;vernal|unseasoned;untested;untried
yucky,5,satellite,disgusting;disgustful;distasteful;foul;loathly;loathsome;repellent;repellant;repelling;revolting;skanky;wicked
yuman,5,noun,Yuman
yuman,5,adjective,Yuman
yummy,5,satellite,delectable;delicious;luscious;pleasant-tasting;scrumptious;toothsome
zesty,5,satellite,piquant;savory;savoury;spicy|zestful;yeasty;barmy
zippy,5,satellite,alert;brisk;lively;merry;rattling;snappy;spanking|bouncing;bouncy;peppy;spirited
zonal,5,adjective,zonary
a bit,5,adverb,a little;a trifle
a lot,5,adverb,lots;a good deal;a great deal;much;very much
abaft,5,adverb,aft;astern
again,5,adverb,once again;once more;over again
alias,5,noun,assumed name;false name
alias,5,adverb,a.k.a.;also known as
along,5,adverb,on
aloud,5,adverb,out loud|loudly;loud
amply,5,adverb,richly|fully
apace,5,adverb,quickly;rapidly;speedily;chop-chop
aptly,5,adverb,competently;ably;capably
aside,5,noun,digression;excursus;divagation;parenthesis
aside,5,adverb,away|apart|away|apart|by;away
badly,5,adverb,severely;gravely;seriously|ill;poorly|mischievously;naughtily|bad|bad|disadvantageously|ill
below,5,adverb,at a lower place;to a lower place;beneath|infra|downstairs;down the stairs;on a lower floor|under
chock,5,noun,wedge
chock,5,adverb,chock-a-block
dimly,5,adverb,indistinctly|pallidly;palely|murkily
doggo,5,adverb,out of sight;in hiding
drily,5,adverb,laconically;dryly
dryly,5,adverb,laconically;drily
et al,5,adverb,et al.;et alii;et aliae;et alia|et al.;et alibi
fitly,5,adverb,appropriately;suitably;fittingly;befittingly
forth,5,noun,Forth;Forth River
forth,5,adverb,away;off|forward;onward
fully,5,adverb,to the full;full|amply|in full
gayly,5,adverb,happily;merrily;mirthfully;blithely;jubilantly
haply,5,adverb,by chance;by luck
heaps,5,noun,tons;dozens;lots;piles;scores;stacks;loads;rafts;slews;wads;oodles;gobs;scads;lashings|pile;heap;mound;agglomerate;cumulation;cumulus|batch;deal;flock;good deal;great deal;hatful;heap;lot;mass;mess;mickle;mint;mountain;muckle;passel;peck;pile;plenty;pot;quite a little;raft;sight;slew;spate;stack;tidy sum;wad|bus;jalopy;heap
heaps,5,verb,heap|stack;pile;heap|heap
hence,5,adverb,therefore;thence;thus;so
hotly,5,adverb,heatedly
ibid.,5,adverb,ib.;ibidem
infra,5,adverb,below
kinda,5,adverb,rather;kind of;sort of
laxly,5,adverb,leniently
madly,5,adverb,frantically|insanely;crazily;dementedly|insanely;deadly;deucedly;devilishly
maybe,5,adverb,possibly;perchance;perhaps;mayhap;peradventure
ne'er,5,adverb,never
needs,5,noun,need;demand|need;want|motivation;motive;need|indigence;need;penury;pauperism;pauperization
needs,5,verb,necessitate;ask;postulate;need;require;take;involve;call for;demand|want;need;require|need
needs,5,adverb,inevitably;necessarily;of necessity
never,5,adverb,ne'er
newly,5,adverb,freshly;fresh;new
oddly,5,adverb,curiously;peculiarly|queerly;strangely;funnily
often,5,adverb,frequently;oftentimes;oft;ofttimes|much;a great deal
on it,5,adverb,thereon;on that
or so,5,adverb,approximately;about;close to;just about;some;roughly;more or less;around
plunk,5,noun,plunker
plunk,5,verb,clop;clump;clunk|plank;flump;plonk;plop;plump down;plunk down;plump|dive;plunge|pluck;pick
plunk,5,adverb,plop
quite,5,adverb,rather|quite a;quite an
sadly,5,adverb,unhappily|deplorably;lamentably;woefully
shyly,5,adverb,timidly;bashfully
slyly,5,adverb,craftily;cunningly;foxily;knavishly;trickily;artfully
smack,5,noun,slap|relish;flavor;flavour;sapidity;savor;savour;nip;tang|big H;hell dust;nose drops;thunder;skag;scag|smooch|smacking;slap
smack,5,verb,thwack|reek;smell|taste|peck
smack,5,adverb,bang;slap;slapdash;bolt
smash,5,noun,knock;bash;bang;belt|smash-up|overhead|crash|hit;smasher;strike;bang
smash,5,verb,nail;boom;blast|dash|bankrupt;ruin;break|crush;demolish|bang up;smash up
smash,5,adverb,smashingly
supra,5,adverb,above
there,5,adverb,at that place;in that location|in that respect;on that point|thither
to it,5,adverb,thereto;to that
today,5,adverb,nowadays;now
truly,5,adverb,genuinely;really|rightfully|sincerely;unfeignedly|in truth;really
twice,5,adverb,doubly;double
10000,5,noun,ten thousand;myriad
16 pf,5,noun,Sixteen Personality Factor Questionnaire;16 PF
1880s,5,noun,eighties
1890s,5,noun,nineties
1920s,5,noun,twenties
1930s,5,noun,thirties
1940s,5,noun,forties
1950s,5,noun,fifties
1960s,5,noun,sixties
1970s,5,noun,seventies
1980s,5,noun,eighties
1990s,5,noun,nineties
20/20,5,noun,twenty-twenty
401-k,5,noun,401-k plan
a'man,5,noun,A'man
aalst,5,noun,Aalst
aalto,5,noun,Aalto;Alvar Aalto;Hugo Alvar Henrik Aalto
aaron,5,noun,Aaron;Henry Louis Aaron;Hank Aaron|Aaron
abaca,5,noun,Manila hemp;Manilla hemp|Manila hemp;Musa textilis
abamp,5,noun,abampere
abbot,5,noun,archimandrite
abc's,5,noun,rudiment;first rudiment;first principle;alphabet;ABC;ABC's;ABCs
abele,5,noun,white poplar;white aspen;aspen poplar;silver-leaved poplar;Populus alba
abies,5,noun,Abies;genus Abies
abies,5,verb,expiate;aby;abye;atone
abila,5,noun,Jebel Musa;Abila;Abyla
abode,5,noun,residence|dwelling;home;domicile;habitation;dwelling house
abode,5,verb,bide;abide;stay|digest;endure;stick out;stomach;bear;stand;tolerate;support;brook;abide;suffer;put up
abuja,5,noun,Abuja;capital of Nigeria;Nigerian capital
abuse,5,noun,maltreatment;ill-treatment;ill-usage|insult;revilement;contumely;vilification|misuse
abuse,5,verb,mistreat;maltreat;ill-use;step;ill-treat|pervert;misuse|clapperclaw;blackguard;shout
abyla,5,noun,Jebel Musa;Abila;Abyla
abysm,5,noun,abyss
abyss,5,noun,abysm
abyss,5,verb,expiate;aby;abye;atone
accho,5,noun,Acre;Akko;Akka;Accho
accra,5,noun,Accra;capital of Ghana
ackee,5,noun,akee
acres,5,noun,estate;land;landed estate;demesne|acre|Acre|Acre;Akko;Akka;Accho
acris,5,noun,Acris;genus Acris
actor,5,noun,histrion;player;thespian;role player|doer;worker
adage,5,noun,proverb;saw;byword
adams,5,noun,Adams;Sam Adams;Samuel Adams|Adams;John Quincy Adams;President Adams;President John Quincy Adams|Adams;John Adams;President Adams;President John Adams|Adams;Mount Adams|Adam|Adam;Robert Adam|Adam;ecstasy;XTC;go;disco biscuit;cristal;X;hug drug
adana,5,noun,Adana;Seyhan
adapa,5,noun,Adapa
addax,5,noun,Addax nasomaculatus
adder,5,noun,common viper;Vipera berus
adieu,5,noun,adios;arrivederci;auf wiedersehen;au revoir;bye;bye-bye;cheerio;good-by;goodby;good-bye;goodbye;good day;sayonara;so long
adige,5,noun,Adige;River Adige
adios,5,noun,adieu;arrivederci;auf wiedersehen;au revoir;bye;bye-bye;cheerio;good-by;goodby;good-bye;goodbye;good day;sayonara;so long
aditi,5,noun,Aditi
adman,5,noun,advertiser;advertizer
adobe,5,noun,adobe brick
advil,5,noun,ibuprofen;isobutylphenyl propionic acid;Advil;Motrin;Nuprin
aedes,5,noun,Aedes;genus Aedes
aegir,5,noun,tidal bore;bore;eagre;eager
aegis,5,noun,auspices;protection|breastplate;egis
aerie,5,noun,aery;eyrie;eyry|aery;eyrie;eyry
aesir,5,noun,Aesir
aesop,5,noun,Aesop
affix,5,verb,stick on|append;add on;supplement
afisr,5,noun,Air Force Intelligence Surveillance and Reconnaissance;Air Force ISR;AFISR
afspc,5,noun,Air Force Space Command;AFSPC
agave,5,noun,century plant;American aloe
agene,5,noun,nitrogen trichloride;Agene
agent,5,noun,factor;broker|federal agent|agentive role
aghan,5,noun,Aghan;Margasivsa
agism,5,noun,ageism
aglet,5,noun,aiglet|aiglet;aiguilette
agony,5,noun,torment;torture|suffering;excruciation
agora,5,noun,public square
ahura,5,noun,Ahura
aides,5,noun,Pluto;Hades;Aides;Aidoneus|adjutant;aide;aide-de-camp|aide;auxiliary
aides,5,verb,help;assist;aid|help;aid
aiken,5,noun,Aiken;Conrad Aiken;Conrad Potter Aiken
ailey,5,noun,Ailey;Alvin Ailey
aioli,5,noun,aioli sauce;garlic sauce
aisle,5,noun,gangway
ajaia,5,noun,Ajaia;genus Ajaia
ajuga,5,noun,Ajuga;genus Ajuga
akaba,5,noun,Al Aqabah;Aqaba;Akaba
akron,5,noun,Akron
alamo,5,noun,Alamo
alarm,5,noun,dismay;consternation|warning device;alarm system|alert;warning signal;alarum|alarm clock
alarm,5,verb,dismay;appal;appall;horrify|alert
albee,5,noun,Albee;Edward Albee;Edward Franklin Albeen
