lemma,Count,part_of_speech,hypernyms
plant,5,noun,building complex|organism|actor|contrivance
plant,5,verb,put|insert|initiate|stock|put|communicate
plash,5,noun,noise
plash,5,verb,intertwine|scatter
plasm,5,noun,protoplasm|extracellular fluid
plate,5,noun,base|sheet|illustration|flatware|containerful|crust|cut of beef|entree|structure|anode|sheet|structural member|receptacle|shield|dental appliance
plate,5,verb,coat
platy,5,noun,topminnow
plaza,5,noun,public square|mercantile establishment
plead,5,verb,appeal|apologize|declare|allege
pleat,5,noun,fold
pleat,5,verb,fold|fold
plebe,5,noun,trainee
plica,5,noun,structure
plier,5,noun,worker
ploce,5,noun,repetition
plonk,5,noun,wine|noise
plonk,5,verb,set down
pluck,5,noun,fearlessness|pull
pluck,5,verb,pull|steal|cheat|pull|strip|gather
plumb,5,noun,bob
plumb,5,verb,quantify|burden|explore|adjust
plume,5,noun,shape|adornment|animal material;body covering
plume,5,verb,cheat|feel|deck|arrange;clean|shape|overdress
plump,5,noun,noise
plump,5,verb,drop|set down|change|choose
plunk,5,noun,sound|hit
plunk,5,verb,sound|set down|descend|pull
plush,5,noun,fabric
plyer,5,noun,worker
poach,5,verb,hunt|cook
poesy,5,noun,writing style
pogey,5,noun,social welfare
pogge,5,noun,poacher
poilu,5,noun,soldier|stew
point,5,noun,component|location|meaning|fact|state|measure|aim|convex shape|disk|unit of measurement|promontory|part|relevance|characteristic|end|direction|linear unit|loan|punctuation|mark|mathematical notation|taper|characteristic|gun muzzle|wall socket|contact
point,5,verb,inform|lie|aim|control|tell|sail|tag|tag|tag|be|aim|indicate|change shape|repair
poise,5,noun,unit of viscosity|equilibrium|composure
poise,5,verb,hover|fix|put|hold
poker,5,noun,fire iron|card game
pokey,5,noun,correctional institution
poler,5,noun,draft horse
polio,5,noun,infectious disease
polka,5,noun,dance music|folk dancing
polka,5,verb,dance
polls,5,noun,position|inquiry|top|top|parrot|count
polls,5,verb,survey|vote|get|snip
polyp,5,noun,growth|coelenterate
pommy,5,noun,english person
ponca,5,noun,dhegiha|dhegiha
ponce,5,noun,man|wrongdoer
pongo,5,noun,mammal genus
ponka,5,noun,dhegiha|dhegiha
pooch,5,noun,dog
pooch,5,verb,purse
poove,5,noun,gay man
poppy,5,noun,flower
porch,5,noun,structure
porgy,5,noun,saltwater fish|sea bream
porno,5,noun,creation
porta,5,noun,passage
porte,5,noun,court
posed,5,verb,constitute|expose|deceive|behave|move|confuse
poser,5,noun,exhibitionist|assistant|problem
posit,5,noun,proposition
posit,5,verb,put|propose|presuppose
posse,5,noun,police
potos,5,noun,mammal genus
potto,5,noun,procyonid|lemur
potty,5,noun,plumbing fixture|receptacle
pouch,5,noun,bag|cavity|sac
pouch,5,verb,bag|mail|change shape
pound,5,noun,avoirdupois unit|british monetary unit|force unit|syrian monetary unit|sudanese monetary unit|lebanese monetary unit|irish monetary unit|egyptian monetary unit|cypriot monetary unit|force unit|symbol|enclosure|blow
pound,5,verb,hit|thrust|walk|move|partition|restrain|restrain|break up
power,5,noun,quality|physical phenomenon|cognition|state|causal agent|mathematical notation|strength|state|businessman
power,5,verb,provide
poyou,5,noun,armadillo
prang,5,noun,crash
prang,5,verb,crash
prank,5,noun,folly|diversion
prank,5,verb,decorate|overdress
prate,5,noun,yak
prate,5,verb,talk
prawn,5,noun,seafood|decapod crustacean
prawn,5,verb,fish
praya,5,noun,siphonophore
preen,5,verb,arrange;clean|gloat|overdress
press,5,noun,urgency|print media|machine|crowd|furniture|clamp|machine|weightlift|push
press,5,verb,touch|rede|count|flatten|tighten|mass|make|be|advertise|cast|push|press|exercise|plead
prexy,5,noun,academic administrator
price,5,noun,value|cost|value|worth|reward|cost
price,5,verb,determine|ascertain
prick,5,noun,unpleasant person|depression|penis|puncture
prick,5,verb,pierce|hurt|rear|stab|prick|arouse|pierce
pride,5,noun,feeling|satisfaction|trait|animal group|mortal sin
pride,5,verb,feel
prima,5,noun,eating apple
prime,5,noun,number|time period|canonical hour|adulthood
prime,5,verb,fix|paint|fill
primo,5,noun,part
primp,5,verb,overdress
prink,5,verb,dress|dress
print,5,noun,written communication|graphic art|indication|handiness|copy|fabric|photograph
print,5,verb,produce|write|reproduce|write
prion,5,noun,particle
prior,5,noun,superior
prise,5,verb,open|extort|see
prism,5,noun,polyhedron|optical device
privy,5,noun,room|outbuilding
prize,5,noun,gift|stolen property|award
prize,5,verb,see|open|see
probe,5,noun,inquiry|surgical instrument|exploration|research
probe,5,verb,investigate|penetrate
prole,5,noun,commoner
prong,5,noun,projection
pronk,5,verb,jump
proof,5,noun,evidence|argument|measure|impression|photographic print|determination
proof,5,verb,produce|knead|see|change|strengthen
props,5,noun,deference|support|object|propeller
props,5,verb,hold
prose,5,noun,writing style|expressive style
prove,5,verb,be|confirm|inform|prove|evaluate|grow|raise|print|authenticate
prowl,5,noun,walk
prowl,5,verb,walk|loiter
proxy,5,noun,agent|power of attorney
prude,5,noun,unpleasant person
prune,5,noun,dried fruit
prune,5,verb,thin out|extinguish
pruno,5,noun,hooch
psalm,5,noun,sacred text
psalm,5,verb,sing
pseud,5,noun,deceiver
psoas,5,noun,skeletal muscle
psyop,5,noun,operation
ptyas,5,noun,reptile genus
pubes,5,noun,area|bone
pubis,5,noun,bone
pudge,5,noun,endomorph
pulex,5,noun,arthropod genus
pulse,5,noun,wave|periodic event|rate;vital sign|legume
pulse,5,verb,beat|produce|move
punch,5,noun,blow|mixed drink|tool
punch,5,verb,hit|thrust|pierce
punic,5,noun,phoenician
punks,5,noun,youth subculture|criminal|igniter|igniter|adolescent|rock 'n' roll
punky,5,noun,gnat
pupil,5,noun,enrollee|aperture|young person
puppy,5,noun,dog;pup|young person
purau,5,noun,hibiscus
puree,5,noun,nutriment
puree,5,verb,rub
purge,5,noun,clearing|cleaning|removal
purge,5,verb,persecute|acquit|change|purify|rinse|excrete|treat
purim,5,noun,jewish holy day
purse,5,noun,container|sum|bag|sum
purse,5,verb,round|contract
pussy,5,noun,female genitalia|domestic cat
putty,5,noun,cement;filler
putty,5,verb,put on
pygmy,5,noun,small person|small person
pylon,5,noun,tower|tower
pyrex,5,noun,glass
pyrus,5,noun,rosid dicot genus
pyxie,5,noun,shrub
pyxis,5,noun,fruit|box
qepiq,5,noun,azerbaijani monetary unit
qiang,5,noun,tibeto-burman
qibla,5,noun,direction
quack,5,noun,doctor;mountebank|sound
quack,5,verb,utter|act
quaff,5,noun,draft
quaff,5,verb,drink
quail,5,noun,wildfowl|phasianid
quail,5,verb,move
quake,5,noun,geological phenomenon
quake,5,verb,tremble|shake
qualm,5,noun,anxiety|nausea
quark,5,noun,elementary particle|cheese
quart,5,noun,united states liquid unit|british capacity unit|united states dry unit
quash,5,verb,oppress|cancel
queen,5,noun,insect|female aristocrat|female aristocrat|personification|rival|gay man|face card|chessman|naked mole rat|domestic cat
queen,5,verb,promote|promote
queer,5,noun,gay man
queer,5,verb,prevent|affect
quell,5,verb,suppress|meet
quern,5,noun,mill
query,5,noun,questioning
query,5,verb,ask
quest,5,noun,search|search
quest,5,verb,seek|chase|bark|solicit|communicate
queue,5,noun,line|list|braid
queue,5,verb,stand
quick,5,noun,area
quiet,5,noun,calmness|order|sound property|composure
quiet,5,verb,change intensity|comfort
quiff,5,noun,forelock
quill,5,noun,pen|spine|feather|rib
quilt,5,noun,bedclothes
quilt,5,verb,join|sew
quint,5,noun,digit|sibling
quipu,5,noun,calculator
quira,5,noun,wood|tree
quire,5,noun,definite quantity
quirk,5,noun,unfamiliarity|groove
quirk,5,verb,twist
quirt,5,noun,whip
quits,5,verb,leave|leave|abandon
quoin,5,noun,wedge|keystone|structure
quoit,5,noun,game equipment
quota,5,noun,number|allotment|trade barrier
quote,5,noun,punctuation|excerpt
quote,5,verb,repeat|give|mention|punctuate
rabbi,5,noun,spiritual leader|title
racer,5,noun,driver|car|animal|colubrid snake
racon,5,noun,electronic signal
radar,5,noun,measuring instrument
radio,5,noun,broadcasting|receiver|communication system
radio,5,verb,communicate
radix,5,noun,number
radon,5,noun,chemical element;noble gas
rafts,5,noun,large indefinite quantity|float|large indefinite quantity
rafts,5,verb,transport|travel|manufacture
ragee,5,noun,millet
rails,5,noun,bar|barrier|railway|bar|bar|wading bird
rails,5,verb,complain|enclose|supply|separate|transport|ride|lay|fish|abuse|denounce
raise,5,noun,increase|slope|gamble|propulsion
raise,5,verb,increase|move|express|collect|cultivate|make|move|construct|make|make|change|intensify|delegate|raise|bid|bet|enlist|mention|pronounce|incite|reach|multiply|bring out|better|end|resuscitate
raita,5,noun,side dish
rajab,5,noun,islamic calendar month
rajah,5,noun,aristocrat
rally,5,noun,gathering|feat|convalescence|automobile race|group action
rally,5,verb,collect|call|gather|recover|mock
ramee,5,noun,false nettle
ramie,5,noun,false nettle
ramus,5,noun,bone
ranch,5,noun,farm
ranch,5,verb,farm
ranee,5,noun,aristocrat
range,5,noun,extent|limit|tract|geological formation|facility|assortment|set|capability|kitchen appliance
range,5,verb,be|travel|constitute|arrange|feed|feed|evaluate
ranid,5,noun,frog
raped,5,verb,assail|destroy|strike|sound|perform|talk
raper,5,noun,attacker;criminal
raphe,5,noun,ridge
rapid,5,noun,waterway
rasta,5,noun,disciple
ratan,5,noun,switch
ratch,5,noun,mechanical device
ratel,5,noun,musteline mammal
rates,5,noun,tax|magnitude relation|charge|temporal property|proportion
rates,5,verb,evaluate|be|measure|defect|hire|work|pad|capture|inform
ratio,5,noun,magnitude relation|magnitude relation
ravel,5,noun,damage
ravel,5,verb,disentangle|intertwine
raven,5,noun,corvine bird
raven,5,verb,seize|forage|eat|feed
raver,5,noun,dancer|speaker
rayon,5,noun,fabric
razed,5,verb,destroy
razor,5,noun,edge tool
razor,5,verb,shave
reach,5,noun,limit|extent|motion|capability
reach,5,verb,arrive|move|communicate|succeed|be|achieve|transfer|tug
react,5,verb,act|act|change state
ready,5,noun,readiness
ready,5,verb,create from raw material|change
realm,5,noun,sphere|domain|knowledge domain
rearm,5,verb,arm|arm
reata,5,noun,rope
reave,5,verb,take
rebel,5,noun,confederate soldier|reformer;revolutionist|nonconformist
rebel,5,verb,protest|protest
rebus,5,noun,problem
rebut,5,verb,disown|disprove
recap,5,noun,capitulation|car tire
recap,5,verb,sum up
recce,5,noun,reconnaissance
recco,5,noun,reconnaissance
reccy,5,noun,reconnaissance
recto,5,noun,page
recur,5,verb,happen|hark back|use
redox,5,noun,chemical reaction
reeve,5,noun,ruff
reeve,5,verb,pass through|pass through|pass through
refer,5,verb,think of|classify|send|research|mean|name
refit,5,noun,outfitting
refit,5,verb,equip
regur,5,noun,loam
reich,5,noun,state
reify,5,verb,see
reign,5,noun,time period|historic period|dominion
reign,5,verb,govern
rejig,5,verb,equip
relax,5,verb,change state|loosen|weaken|affect|act|change|change|decrease
relay,5,noun,passage|shift|team|race|electrical device
relay,5,verb,communicate|operate
relic,5,noun,antiquity|object
remit,5,noun,topic|referral
remit,5,verb,pay|delay|cancel|challenge|forgive|loosen|decrease
renew,5,verb,re-create|regenerate
renin,5,noun,protease
rente,5,noun,regular payment
repay,5,verb,pay|give|act|answer
repel,5,verb,push|displease|fight|reject|stimulate
reply,5,noun,statement|speech act
reply,5,verb,state
repot,5,verb,pot
rerun,5,noun,broadcast
rerun,5,verb,air|mount|campaign|run
reset,5,noun,device
reset,5,verb,specify|set|adjust
resew,5,verb,sew
resid,5,noun,petroleum
resin,5,noun,organic compound
retch,5,noun,spasm
retch,5,verb,excrete
retem,5,noun,shrub
retie,5,verb,tie
retro,5,noun,fashion
retry,5,verb,hear
reuse,5,verb,use
revel,5,noun,merrymaking
revel,5,verb,celebrate
revet,5,verb,construct|face
revue,5,noun,variety show
rheum,5,noun,discharge|dicot genus
rhino,5,noun,odd-toed ungulate
rhomb,5,noun,parallelogram
rhumb,5,noun,line
rhyme,5,noun,versification|poem
rhyme,5,verb,create verbally|match
riata,5,noun,rope
ribes,5,noun,plant genus
ribes,5,verb,knit|mock
ricer,5,noun,kitchen utensil
ricin,5,noun,albumin;toxin
rider,5,noun,traveler|article|traveler|traveler
ridge,5,noun,natural elevation|convex shape|geological formation|geological formation|process|beam
ridge,5,verb,cover|plow|throw|spade|shape
rifle,5,noun,firearm
rifle,5,verb,take|search
right,5,noun,abstraction|position|tract|faction|hand|turn|justice|interest
right,5,verb,change|change|change posture|change by reversal
rigor,5,noun,difficulty|credibility|sternness
riled,5,verb,displease|agitate
rimed,5,verb,match|create verbally|line|supply|roll
rings,5,noun,gymnastic apparatus|sound|toroid|band|chain|association|sound|platform|jewelry|strip
rings,5,verb,sound|sound|sound|telecommunicate|touch|attach
rinse,5,noun,hair dye|removal|hair coloring|wash
rinse,5,verb,wash|serve|wash
rioja,5,noun,red wine
ripen,5,verb,change|mature
risen,5,verb,travel|grow|change posture|look|ascend|become|change|increase|increase|change|undertake|protest|grow|rise|return
riser,5,noun,person|pipe|structural member
rissa,5,noun,bird genus
rival,5,noun,contestant
rival,5,verb,compete|compete
river,5,noun,stream
rivet,5,noun,decoration|pin
rivet,5,verb,think|fasten|absorb
riyal,5,noun,saudi arabian monetary unit|qatari monetary unit
rnase,5,noun,transferase
roach,5,noun,hairdo|butt|flunitrazepan|dictyopterous insect|cyprinid
roach,5,verb,comb|cut off
roads,5,noun,anchorage|way|means
roast,5,noun,cut|criticism
roast,5,verb,cook|mock
robed,5,verb,dress|cover|steal|cheat
robin,5,noun,thrush|thrush
roble,5,noun,quira|white oak
robot,5,noun,mechanism
rodeo,5,noun,exhibition|pen
rogue,5,noun,villain
roman,5,noun,italian|european|proportional font
romeo,5,noun,lover
rondo,5,noun,classical music
roneo,5,noun,duplicator
roneo,5,verb,copy
roofy,5,noun,flunitrazepan
rooms,5,noun,apartment|area|position|opportunity|gathering
rooms,5,verb,populate
roomy,5,noun,friend
roost,5,noun,shelter|perch
roost,5,verb,sit|settle
roots,5,noun,condition|plant organ|point|form|number|set|relative|form|structure
roots,5,verb,grow|become|plant|dig|stabilize|grow
roper,5,noun,decoy|cowboy|craftsman
rophy,5,noun,flunitrazepan
rosin,5,noun,organic compound
rosin,5,verb,rub
rotor,5,noun,armature|bar|rotating mechanism
rouge,5,noun,makeup
rouge,5,verb,make up
rough,5,noun,site
rough,5,verb,prepare
round,5,noun,ammunition|time interval|path|call|golf|habitude|part|path|helping|cut of beef|partsong|applause|crosspiece|rotating mechanism
round,5,verb,travel|shape|pronounce|knock|perfect|change|gain
rouse,5,verb,be active|move|disturb|change
route,5,noun,line|way
route,5,verb,dispatch|send|divert
rover,5,noun,traveler|boy scout
rowan,5,noun,mountain ash
rowdy,5,noun,attacker
rowel,5,noun,wheel
rower,5,noun,boatman
royal,5,noun,sail|stag
rubel,5,noun,belarusian monetary unit
rubia,5,noun,asterid dicot genus
ruble,5,noun,tajikistani monetary unit|russian monetary unit
rubor,5,noun,symptom
rubus,5,noun,rosid dicot genus
rugby,5,noun,football
ruled,5,verb,control|decide|pronounce|attach to|draw|restrict
ruler,5,noun,person|measuring stick
rumba,5,noun,dance music|folk dancing|ballroom dancing
rumba,5,verb,dance
rumen,5,noun,stomach
rumex,5,noun,dicot genus
rummy,5,noun,drinker|card game
rumor,5,noun,gossip
rumor,5,verb,dish the dirt
runch,5,noun,weed
runup,5,noun,increase
rupee,5,noun,sri lankan monetary unit|seychelles monetary unit|nepalese monetary unit|mauritian monetary unit|pakistani monetary unit|indian monetary unit
saame,5,noun,european|lappic
saami,5,noun,european|lappic
sabal,5,noun,monocot genus
saber,5,noun,fencing sword|sword
saber,5,verb,cut|kill
sabin,5,noun,absorption unit
sable,5,noun,brush|fur|black|scarf|marten
sabot,5,noun,shoe|footwear
sabra,5,noun,israeli
sabre,5,noun,fencing sword|sword
sabre,5,verb,cut|kill
sadhe,5,noun,letter
sadhu,5,noun,hindu
safar,5,noun,islamic calendar month
sahib,5,noun,european
saiga,5,noun,antelope
saint,5,noun,deity|good person|model
saint,5,verb,reverence|declare
salad,5,noun,dish
salah,5,noun,pillar of islam;worship
salai,5,noun,incense tree
salal,5,noun,shrub
salat,5,noun,pillar of islam;worship
sales,5,noun,income|selling|selling|occasion|merchantability|agreement
salix,5,noun,hamamelid dicot genus
sally,5,noun,remark|military action|venture
salmi,5,noun,ragout
salmo,5,noun,fish genus
salol,5,noun,salicylate
salon,5,noun,gallery|shop|living room
salpa,5,noun,tunicate
salsa,5,noun,condiment
salve,5,noun,remedy|redress
salve,5,verb,rescue|medicate
salvo,5,noun,outburst|fire|cheer
saman,5,noun,albizzia
samba,5,noun,tree|dance music|ballroom dancing|canasta
samba,5,verb,dance
samia,5,noun,arthropod genus
sands,5,noun,seashore|soil|fortitude
sands,5,verb,smooth
sango,5,noun,niger-congo
saran,5,noun,thermoplastic
sarda,5,noun,fish genus
saree,5,noun,dress
sarin,5,noun,organophosphate nerve agent
satin,5,noun,fabric
satyr,5,noun,pervert|greek deity
sauce,5,noun,condiment
sauce,5,verb,act|season|change
saudi,5,noun,arab
sauna,5,noun,steam bath
saury,5,noun,teleost fish
saute,5,noun,dish
saute,5,verb,fry
saved,5,verb,rescue|keep|prevent|refrain|spend|reserve|record
saver,5,noun,person|owner
savin,5,noun,juniper
savor,5,noun,taste
savor,5,verb,taste|season
savoy,5,noun,head cabbage
savvy,5,noun,knowing
savvy,5,verb,understand
sawan,5,noun,hindu calendar month
saxon,5,noun,european
scads,5,noun,large indefinite quantity|carangid fish
scald,5,noun,burn|burn
scald,5,verb,attack|process|heat|burn
scale,5,noun,standard|magnitude relation|proportion|leaf|bit|musical notation|measuring instrument|indicator|shield|covering
scale,5,verb,measure|model|take|reach|climb|remove|quantify|size
scalp,5,noun,skin
scalp,5,verb,sell|remove
scamp,5,noun,child
scamp,5,verb,perform
scant,5,verb,work|restrict|supply
scape,5,noun,stalk|upright
scare,5,noun,anxiety|fear
scare,5,verb,stimulate|intimidate
scarf,5,noun,garment|joint
scarf,5,verb,masturbate|join|wear
scarp,5,noun,slope|fortification
scaup,5,noun,duck
scend,5,verb,rise
scene,5,noun,area|incident|visual percept|photograph|situation|dramatic composition|bad temper|graphic art|environment|stage set
scent,5,noun,smell|smell|property
scent,5,verb,cause to be perceived|smell|groom
schmo,5,noun,jerk
schwa,5,noun,vowel
scion,5,noun,descendant
scoff,5,noun,derision
scoff,5,verb,tease|dismiss
scoke,5,noun,pokeweed
scold,5,noun,unpleasant person
scold,5,verb,knock|complain
scone,5,noun,quick bread
scoop,5,noun,containerful|concave shape|report|gamma hydroxybutyrate|shovel|ladle
scoop,5,verb,remove|beat
scoot,5,verb,rush
scope,5,noun,extent|environment|magnifier|electronic equipment
score,5,noun,evaluation|sheet music|number|set|reason|fact|debt|incision|resentment|success|seduction
score,5,verb,gain|notch|record|compose|persuade|achieve|measure
scorn,5,noun,dislike|disrespect
scorn,5,verb,hate|refuse
scots,5,noun,english|european
scour,5,noun,topographic point
scour,5,verb,search|rub|rub|rinse
scout,5,noun,watchman|female child;male child|recruiter|expert
scout,5,verb,observe
scowl,5,noun,facial expression
scowl,5,verb,frown
scrag,5,noun,person|cut of mutton|cut of veal
scrag,5,verb,strangle|compress
scram,5,verb,leave
scrap,5,noun,fragment|waste|piece|conflict
scrap,5,verb,discard|argue|convert
scree,5,noun,geological formation
screw,5,noun,keeper;lawman|inclined plane|propeller|fastener|sexual intercourse
screw,5,verb,copulate|revolve|revolve|tighten|beat
scrim,5,noun,fabric
scrip,5,noun,security
scrod,5,noun,fish|cod
scrub,5,noun,vegetation|cleaning
scrub,5,verb,rub|wash
scrum,5,noun,beginning
scuba,5,noun,breathing device
scuff,5,noun,slipper|rub
scuff,5,verb,shuffle|wear|scratch|kick
scull,5,noun,oar|oar|shell
scull,5,verb,row
scurf,5,noun,bit|bit
scute,5,noun,protective covering
seats,5,noun,room|space|body part|furniture|support|center|location|legal right|part|cloth covering
seats,5,verb,put|accommodate|install|supply|supply|put|put
sebum,5,noun,secretion
sedan,5,noun,car|litter
seder,5,noun,supper
sedge,5,noun,marsh plant
sedum,5,noun,herb
segno,5,noun,musical notation
segue,5,noun,passage
segue,5,verb,continue
seine,5,noun,fishnet
seine,5,verb,fish
seism,5,noun,geological phenomenon
seize,5,verb,take|take|assume|take|take|hook|overwhelm|intrigue
selar,5,noun,fish genus
selva,5,noun,rain forest
semen,5,noun,liquid body substance
senna,5,noun,shrub
senor,5,noun,title
sense,5,noun,awareness|meaning|faculty|sagacity|appreciation
sense,5,verb,perceive|detect|perceive|understand
sente,5,noun,lesotho monetary unit
sepal,5,noun,floral leaf
sepia,5,noun,brown|pigment|mollusk genus
serax,5,noun,minor tranquilizer
serer,5,noun,west african
serge,5,noun,fabric
serif,5,noun,line
serin,5,noun,finch
serow,5,noun,goat antelope
serum,5,noun,liquid body substance
serve,5,noun,tennis stroke
serve,5,verb,suffice|work|effect|function|provide|provide|work|foster|spend|help|deliver|satisfy|work|copulate|move
servo,5,noun,control system
setup,5,noun,equipment|manner|falsification
seven,5,noun,digit|spot
sever,5,verb,separate|cut
sewed,5,verb,fasten|fashion
sewer,5,noun,drain|needleworker|misfortune
sexed,5,verb,stimulate|distinguish
shabu,5,noun,amphetamine;controlled substance
shack,5,noun,shelter
shack,5,verb,populate|travel
shade,5,noun,semidarkness|color|protective covering|meaning|inferiority|small indefinite quantity|apparition|representation
shade,5,verb,darken|draw;paint|screen|change|change
shaft,5,noun,line|remark|rod|light|long bone|penis|weapon|passageway|upright|passage|rod|rib
shaft,5,verb,equip|beat
shake,5,noun,building material|drink|note|acknowledgment|reflex|agitation
shake,5,verb,move|move involuntarily|vibrate|move back and forth|weaken|arouse|escape|change|gesticulate
shako,5,noun,hat
shale,5,noun,sedimentary rock
shame,5,noun,feeling|dishonor|misfortune
shame,5,verb,compel|arouse|surpass
shang,5,noun,dynasty
shank,5,noun,cut|body part|cylinder|cylinder|cylinder|part|body part|golf stroke
shank,5,verb,hit
shape,5,noun,spatial property|attribute|body|concretism|appearance|good health|high command|structure
shape,5,verb,cause|create from raw material|change
shard,5,noun,piece
share,5,noun,assets|stock certificate|allotment|attempt|wedge
share,5,verb,overlap|use|get|distribute|communicate
shark,5,noun,elasmobranch|wrongdoer|expert
shark,5,verb,cheat|fish
sharp,5,noun,musical notation|sewing needle
shave,5,noun,depilation
shave,5,verb,groom|cut|reduce|cut|carve|graze
shawl,5,noun,cloak
shawm,5,noun,oboe
sheaf,5,noun,package
shear,5,noun,deformation|edge tool
shear,5,verb,snip|shave|cut|change
sheen,5,noun,radiance
sheep,5,noun,bovid|simpleton|follower
sheer,5,verb,turn|steer
sheet,5,noun,expanse|paper|bed linen|shape|newspaper|artifact|line|piece of cloth
sheet,5,verb,pour|cover
sheik,5,noun,ruler|man
shelf,5,noun,support|ridge
shell,5,noun,ammunition|animal material|scute|hull|covering|covering|racing boat|housing|shield|covering
shell,5,verb,bombard|make|emerge|hit|gather|get the better of|remove|remove
shema,5,noun,prayer
sherd,5,noun,piece
shiah,5,noun,sect
shift,5,noun,translation|change|hours|change|motion|crack|gang|key|undergarment|dress
shift,5,verb,change|move|move|move|change|change|substitute|move|move|type|change|switch
shill,5,noun,decoy
shill,5,verb,deceive
shina,5,noun,dard
shine,5,noun,brightness
shine,5,verb,emit|look|be|be|look|happen|feel|fancify
shire,5,noun,administrative district|draft horse
shirk,5,verb,avoid|avoid
shirr,5,verb,bake
shirt,5,noun,garment
shirt,5,verb,dress
shite,5,noun,fecal matter
shiva,5,noun,week
shlep,5,noun,simpleton|journey
shlep,5,verb,walk|drag
shoal,5,noun,sandbank|body of water|animal group
shoal,5,verb,change|change
shoat,5,noun,young mammal
shock,5,noun,stupefaction|fight|reflex|collapse|earthquake|surprise|pile|mass|blow|damper
shock,5,verb,surprise|disgust|dismay|collide|gather|treat|injure
shoed,5,verb,dress
shoes,5,noun,situation|footwear|case|plate|restraint
shoes,5,verb,dress
shogi,5,noun,chess
shoji,5,noun,screen
shona,5,noun,bantu|bantu
shook,5,noun,barrel
shook,5,verb,move|move involuntarily|vibrate|move back and forth|weaken|arouse|escape|change|gesticulate
shoot,5,noun,sprout|shooting
shoot,5,verb,injure|kill|fire|record|project|rush|rush|hit|record|emit|ache|insert|weave|throw|consume|score|utter|measure|grow|administer
shore,5,noun,geological formation|beam
shore,5,verb,bound|arrive|hold
short,5,noun,tract|contact|position
short,5,verb,victimize|make
shote,5,noun,young mammal
shout,5,noun,utterance
shout,5,verb,talk|utter|express|attack
shove,5,noun,push
shove,5,verb,push|push|push
shred,5,noun,small indefinite quantity|piece of cloth
shred,5,verb,tear
shrew,5,noun,unpleasant woman|insectivore
shrub,5,noun,woody plant
shrug,5,noun,gesture
shrug,5,verb,gesticulate
shtik,5,noun,small indefinite quantity|business|buffoonery|trick
shtup,5,noun,sexual intercourse
shuck,5,noun,plant material
shuck,5,verb,remove|remove
shunt,5,noun,passage|conductor|implant
shunt,5,verb,transfer|deviate
shush,5,verb,hush
sibyl,5,noun,fortuneteller|prophet
sidle,5,verb,move|move
siege,5,noun,blockade
sieve,5,noun,strainer
sieve,5,verb,choose|analyze|separate|choose
sigeh,5,noun,marriage
sight,5,noun,visual percept|display|exteroception;modality|position|compass|look|large indefinite quantity
sight,5,verb,perceive|aim
sigma,5,noun,letter
sigyn,5,noun,norse deity
silex,5,noun,silica|coffee maker
silks,5,noun,garment|fabric|animal fiber
sills,5,noun,structural member|rock
silly,5,noun,child
silva,5,noun,forest
simal,5,noun,tree
sinew,5,noun,connective tissue|strength
singe,5,noun,burn
singe,5,verb,char|burn
sinus,5,noun,passage|cavity|duct
sioux,5,noun,plains indian
siren,5,noun,sea nymph|woman|alarm|acoustic device;alarm|salamander
siris,5,noun,albizzia
sirup,5,noun,sweetening
sisal,5,noun,plant fiber|agave
sison,5,noun,rosid dicot genus
sissu,5,noun,tree
sissy,5,noun,coward
sitar,5,noun,stringed instrument
sitta,5,noun,bird genus
sivan,5,noun,jewish calendar month
siwan,5,noun,jewish calendar month
sixer,5,noun,digit
sixth,5,noun,rank|common fraction|interval
sixty,5,noun,large integer
sized,5,verb,coat|classify|change magnitude
skank,5,noun,waste|dancing
skank,5,verb,dance
skate,5,noun,sports equipment|ray
skate,5,verb,glide
skeet,5,noun,shoot
skein,5,noun,hank
skier,5,noun,athlete
skiff,5,noun,small boat
skill,5,noun,ability|ability
skimp,5,verb,work|restrict|save|supply
skink,5,noun,lizard
skirl,5,noun,sound
skirl,5,verb,sound|play
skirt,5,noun,cloth covering|garment|plant part|girl
skirt,5,verb,avoid|travel by|bound|touch
skive,5,verb,shave
skulk,5,verb,hide|fiddle|walk
skull,5,noun,bone
skunk,5,noun,unpleasant person|defeat|cannabis|musteline mammal
skunk,5,verb,get the better of
slack,5,noun,debris|deterioration|stretch|bog|looseness|cord
slack,5,verb,fiddle|neglect|loosen|decrease|weaken|decrease|decrease|hydrate
slain,5,noun,dead
slain,5,verb,kill
slake,5,verb,meet|decrease|hydrate
slang,5,noun,non-standard speech|non-standard speech
slang,5,verb,speak|deceive|abuse
slant,5,noun,point of view|gradient
slant,5,verb,lie|bias|bend|move
slash,5,noun,wound|land|punctuation|cut
slash,5,verb,cut|beat|cut|reduce|shake
slate,5,noun,tablet|roofing material|sedimentary rock|list
slate,5,verb,intend|cross-file|roof
slave,5,noun,person|worker|person
slave,5,verb,work
sleek,5,verb,polish
sleep,5,noun,physical condition|physical condition|time period|death
sleep,5,verb,rest|accommodate
sleet,5,noun,precipitation
sleet,5,verb,precipitate
slews,5,noun,large indefinite quantity|large indefinite quantity
slews,5,verb,turn|glide
slice,5,noun,share|helping|wound|golf stroke|part|spatula
slice,5,verb,cut|hit|cut|strike
slick,5,noun,smoothness|magazine|film|trowel
slick,5,verb,polish|comb
slide,5,noun,plate glass|descent|glissando|plaything|motion|foil|gutter
slide,5,verb,glide|travel|move
