lemma,Count,part_of_speech,hyponyms
mover,5,noun,remover|nominator|advancer;ascender;coaster;descender;hitter;lunger;puller;pusher;scrambler;transferer;traverser
movie,5,noun,cinema verite;collage film;coming attraction;documentary;feature;film noir;final cut;home movie;musical;rough cut;shoot-'em-up;short subject;silent movie;skin flick;slow motion;talking picture;telefilm;three-d
mower,5,noun,hand mower;power mower
mucus,5,noun,booger;leukorrhea;phlegm;snot
mufti,5,noun,grand mufti
mulct,5,noun,library fine
mulct,5,verb,short-change
mural,5,noun,fresco
murre,5,noun,common murre;thick-billed murre
music,5,noun,antiphony;bach;ballet;beethoven;brahms;chopin;dance music;gilbert and sullivan;handel;harmony;haydn;instrumental music;monophony;mozart;music genre;musical composition;overture;part music;pizzicato;polyphony;polytonality;popularism;prelude;refrain;section;serialism;stravinsky;syncopation;ta'ziyeh;tune;vocal music;wagner|music of the spheres|bell ringing;instrumental music;intonation;percussion;vocal music;whistling|piano music
mynah,5,noun,crested myna;hill myna
myoma,5,noun,leiomyoma;rhabdomyoma
names,5,noun,agnomen;alias;appellation;assumed name;company name;domain name;eponym;eponym;filename;first name;matronymic;middle name;misnomer;nickname;patronymic;pet name;place name;pseudonym;signature;street name;street name;street name;surname;title;trade name;writer's name|smear word
names,5,verb,baptize;dub;entitle;refer;rename;style;tag;term|announce;enumerate;number|rename|co-opt;pack|commend;cross-refer;drag up;invoke;namedrop;quote;raise;remember;speak of the devil;touch on|explore
nanna,5,noun,nan
nanny,5,noun,dry nurse;mammy;wet nurse
nanus,5,noun,pituitary dwarf;primordial dwarf
naris,5,noun,nostril;posterior naris
needs,5,noun,lack;necessity|ethical motive;irrational motive;life;psychic energy;rational motive;urge|beggary
needs,5,verb,claim;compel;cost;cry out for;draw;govern|cry
negro,5,noun,black man;black woman;colored person;darky;negress;nigger;pickaninny;tom
nerve,5,noun,cranial nerve;depressor;motor nerve;radial nerve;saphenous nerve;sciatic nerve;sensory nerve;spinal nerve;splanchnic nerve;ulnar nerve|audacity
nevus,5,noun,port-wine stain;strawberry
nguni,5,noun,ndebele;swazi;xhosa;zulu
niche,5,noun,pharyngeal recess|alcove;apse;columbarium;fireplace;mihrab
nidus,5,noun,wasp's nest
niece,5,noun,great-niece
night,5,noun,wedding night;weeknight
nisus,5,noun,jihad
nnrti,5,noun,delavirdine;nevirapine
noble,5,noun,armiger;baron;burgrave;count;duke;grandee;margrave;marquis;mesne lord;milord;palatine;peer;sire;thane;viscount
noise,5,noun,bang;banging;bark;blare;boom;chatter;chatter;chug;clack;clang;clatter;crack;crackle;creak;crunch;ding-dong;explosion;grate;grinding;grunt;hiss;howl;hubbub;hum;pant;plonk;plop;plump;racket;rattle;report;rhonchus;rumble;rustle;scrape;screech;scrunch;shrilling;sizzle;slam;snap;snore;spatter;splash;squawk;squeak;squish;stridulation;swoosh;thunder|background;clutter;crosstalk;fadeout;jitter;static;white noise|ergodicity
noise,5,verb,backfire;blast;clatter;crunch;drown out;honk;hum;jingle;racket;ring out;roar;scream;sizzle;sough;stridulate;whine
nomad,5,noun,bedouin;bushman;hun;saracen;scythian
noose,5,noun,clinch
norse,5,noun,berserker;viking|danish;faroese;icelandic;norwegian;swedish
notch,5,noun,incisure|col;defile;saddleback|serration;thumb index;undercut
notch,5,verb,indent;score
noted,5,verb,comment|take notice
novel,5,noun,detective novel;dime novel;novelette;roman a clef;roman fleuve;romance
nsaid,5,noun,diclofenac potassium;diclofenac sodium;diflunisal;etodolac;fenoprofen;flurbiprofen;ibuprofen;indomethacin;ketoprofen;ketorolac;ketorolac tromethamine;meclofenamate;mefenamic acid;nabumetone;naproxen;naproxen sodium;oxaprozin;piroxicam;salicylate;sulindac;tolmetin sodium
nudge,5,verb,elbow;jog
nurse,5,noun,foster-nurse;graduate nurse;head nurse;licensed practical nurse;matron;midwife;probationer;registered nurse;scrub nurse;visiting nurse|dry nurse;mammy;wet nurse
nymph,5,noun,daphne;dryad;echo;hesperides;hyades;oread;pleiades;salmacis;sterope;water nymph
occur,5,verb,anticipate;arise;backfire;befall;break;break;chance;come;come around;concur;develop;fall;fall;give;go off;happen;happen;intervene;operate;proceed;recur;result;supervene;synchronize;transpire;turn out|abound in;collocate;pair;run
ocean,5,noun,deep
ocher,5,noun,sinopis;yellow ocher
ochre,5,noun,sinopis;yellow ocher
odour,5,noun,acridity;aroma;malodor;scent|bouquet;malodorousness;muskiness;rancidness
offer,5,noun,bid;contract offer;counteroffer;marriage proposal;peace offering;proposition;prospectus;reward;rights offering;special;tender offer;twofer
offer,5,verb,hook|give;tender|put up|by-bid;outbid;overbid;subscribe;underbid;underbid|sacrifice
oiler,5,noun,gusher;spouter;stripper well;wildcat well|supertanker
olive,5,noun,black olive;green olive|olive drab
ology,5,noun,symbology
onion,5,noun,red-skinned onion;shallot;tree onion;welsh onion|bermuda onion;green onion;shallot;spanish onion;vidalia onion
onset,5,noun,banzai attack;blitz;bombing;charge;counterattack;diversion;fire;ground attack;penetration;strafe;strike;surprise attack
oomph,5,noun,sultriness
opera,5,noun,comic opera;grand opera;musical drama
opine,5,verb,editorialize|suspect
optic,5,noun,compound eye;naked eye;oculus dexter;oculus sinister;peeper;simple eye
orach,5,noun,garden orache
orate,5,verb,bloviate
orbit,5,noun,geosynchronous orbit|distaff;front;kingdom;lap;political arena;preserve;province|approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep
orbit,5,verb,retrograde
order,5,noun,marching orders;summons;word|civil order;harmony;peace;rule of law;stability;tranquillity|bacteria order;genetic code;genome;series;word order|kilter;spit and polish;tidiness|bull;consent decree;curfew;decree nisi;imperial decree;legal separation;programma;prohibition;stay|credit order;indent;mail order;market order;production order;reorder;stop order;stop payment|athenaeum;bookclub;chapter;chess club;country club;fraternity;glee club;golf club;hunt;investors club;jockey club;racket club;rowing club;service club;slate club;sorority;turnverein;yacht club|closure;interpellation;point of order;previous question;standing order|acolyte;anagnost;deacon;doorkeeper;exorcist;lector;priest;subdeacon|augustinian order;benedictine order;carmelite order;carthusian order;dominican order;franciscan order;society of jesus|animal order;fungus order;plant order;protoctist order|short order|composite order;corinthian order;doric order;ionic order;tuscan order|alphabetization;layout;rank order;scaling;succession
order,5,verb,call;command;direct;instruct;warn|call;commission;place;reorder;wish|mandate|standardize;zone|collate;disentangle;systematize;tidy|phrase;synchronize|downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade
organ,5,noun,contractile organ;ctene;effector;end organ;erectile organ;external organ;foot;gland;internal organ;lens;organelle;ovipositor;primordium;reproductive organ;sense organ;siphon;speech organ;stinger;sucker;taret organ;target organ;tongue;vital organ;wing|house organ
osier,5,noun,almond willow;common osier;golden willow;purple willow
ottar,5,noun,attar of roses
otter,5,noun,eurasian otter;river otter
outdo,5,verb,better;out-herod;outbrave;outdraw;outfox;outgrow;outmarch;outpace;outrange;outroar;outsail;outsell;outsell;outshine;outshout;outwear;outweigh;outwit;shame|outmaneuver
outgo,5,noun,cost;expense;transfer payment
outgo,5,verb,better;out-herod;outbrave;outdraw;outfox;outgrow;outmarch;outpace;outrange;outroar;outsail;outsell;outsell;outshine;outshout;outwear;outweigh;outwit;shame
ovolo,5,noun,echinus
ovule,5,noun,amphitropous ovule;anatropous ovule;campylotropous ovule;orthotropous ovule;seed
owing,5,verb,chalk up|mortgage
owned,5,verb,prepossess
owner,5,noun,bookseller;lessor;letter;patron;proprietress;publisher;renter;restaurateur;saloon keeper;timberman|holder;homeowner;part-owner;saver;shipowner
oxeye,5,noun,woodland oxeye
oxide,5,noun,calcium oxide;copper oxide;dioxide;ferric oxide;monoxide;nitrogen oxide;pentoxide;peroxide;red lead;silica;sulfur oxide;superoxide;tetroxide;titanium dioxide;trioxide;zinc oxide;zirconium oxide
pagan,5,noun,idolater;paynim|wiccan|playboy
pains,5,noun,jihad|ache;agony;arthralgia;burn;causalgia;chest pain;chiralgia;colic;distress;dysmenorrhea;glossalgia;growing pains;hemorrhoid;keratalgia;labor pain;mastalgia;melagra;meralgia;metralgia;myalgia;nephralgia;neuralgia;odynophagia;orchidalgia;pang;pang;photalgia;pleurodynia;podalgia;proctalgia;referred pain;renal colic;smart;sting;stitch;tenderness;thermalgesia;throb;torture;ulalgia;urodynia|distress;growing pains;mental anguish;suffering;unpleasantness|mittelschmerz;phantom limb pain;twinge|irritant;nuisance;plague
pains,5,verb,erupt|agonize;break someone's heart;torment;try
paint,5,noun,acrylic;antifouling paint;coat of paint;distemper;enamel;encaustic;finger paint;house paint;oil paint;semigloss;spray paint;water-base paint
paint,5,verb,bodypaint;charge;distemper;finger-paint;fresco;shade;stipple;stipple;watercolour|airbrush;grain;prime;repaint|repaint
palsy,5,noun,akinesis;alalia;cystoplegia;diplegia;erb's palsy;hemiplegia;monoplegia;ophthalmoplegia;paraplegia;paresis;quadriplegia
panel,5,noun,coffer;footboard;headboard;paneling;wainscot;wainscot;window|dashboard
panic,5,noun,swivet|red scare
panic,5,verb,freak out
pants,5,noun,bellbottom trousers;breeches;chino;churidars;cords;flannel;jean;jodhpurs;long trousers;pajama;pantaloon;pedal pusher;salwar;short pants;slacks;stretch pants;sweat pants;trews
paper,5,noun,art paper;blotting paper;blueprint paper;carbon paper;card;cardboard;cartridge paper;chad;computer paper;confetti;construction paper;crepe;drawing paper;filter paper;flypaper;graph paper;greaseproof paper;india paper;linen;litmus paper;manifold paper;manila;music paper;newspaper;oilpaper;pad;paper tape;paper toweling;papier-mache;papyrus;parchment;rice paper;roofing paper;sheet;ticker tape;tissue;tracing paper;transfer paper;wallpaper;waste paper;wax paper;wrapping paper;writing paper|term paper|daily;gazette;school newspaper;tabloid
parka,5,noun,cagoule;ski parka
parks,5,noun,national park;safari park|amusement park;village green|used-car lot
parks,5,verb,angle-park;double-park;parallel-park
parry,5,verb,beg;quibble
parts,5,noun,basis;butt;detail;item;language unit;member;remainder;subpart;substance;unit|appendage;bit;bottleneck;bulb;butt;component;cutout;foible;fore edge;forte;fraction;heel;hub;jetsam;limb;neck;peen;piece;pressing;seat;section;shank;spine;toe;turnout;upstage;upstairs;wreckage|acicula;base;body part;corner;corpus;craton;cutting;fragment;hunk;nub;segment;slice;strip;world|aerospace;air;atmosphere;belt;biosphere;black hole;bottom;county;deep space;depth;distance;eden;extremity;heliosphere;hell;inside;intergalactic space;interplanetary space;interstellar space;ionosphere;kuiper belt;layer;mare;outside;papua;radius;side;sign of the zodiac;sind;top;vacuum;zodiac;zone|capacity;hat;portfolio;second fiddle;stead|bit part;heavy;hero;heroine;ingenue;title role;villain|allotment;allowance;cut;dispensation;dole;interest;profit sharing;ration;slice;split;tranche;way|beginning;chukker;component;end;final period;first period;frame;game;half;high point;inning;middle;over;period;quarter;second period;turn|accompaniment;bass;primo;secondo;voice part|end
parts,5,verb,break up;diffract;disperse|break;break with;disassociate;disunify;divorce;give the axe;secede|blaze;roar off;sally forth;take off|calve;chip;detach;disjoin;dismember;gerrymander;partition;polarize;reduce;segment;segment;segregate;subdivide|break;compartmentalize;cut;disconnect;disjoin;disjoint;gin;joint;polarize;sequester;sever;tear;tear
party,5,noun,american labor party;american party;anti-masonic party;black panthers;communist party;conservative party;constitutional union party;democratic-republican party;democratic party;farmer-labor party;federalist party;free soil party;gironde;green party;greenback party;kuomintang;labor party;liberal democrat party;liberal party;liberty party;militant tendency;national socialist german workers' party;opposition;people's party;progressive party;prohibition party;republican party;social democratic party;socialist labor party;socialist party;states' rights democratic party;third party;war party;whig party|dance;dinner;garden party;hen party;housewarming;masquerade;open house;reception;reunion;shindig;shower;slumber party;sociable;soiree;stag party;wedding|fatigue party;landing party;party to the action;rescue party;search party;stretcher party;war party|bash;birthday party;bunfight;ceilidh;cocktail party;dance;fete;house party;jolly;tea party;whist drive|assignee;assignor;contractor;intervenor;jane doe;john doe;litigant;reversioner;richard roe;tort-feasor;vouchee
party,5,verb,rave
paseo,5,noun,ambulatory;boardwalk;catwalk;flagging;promenade;sidewalk;skywalk
pasta,5,noun,cannelloni;lasagna;macaroni and cheese;spaghetti|couscous;dumpling;farfalle;fedelline;fettuccine;lasagna;linguine;macaroni;manicotti;mostaccioli;noodle;orzo;penne;ravioli;rigatoni;spaghetti;spaghettini;tagliatelle;tortellini;vermicelli;ziti
paste,5,noun,wafer|anchovy butter;cheese spread;fishpaste;garlic butter;hummus;lobster butter;margarine;marshmallow fluff;miso;nut butter;onion butter;pate;peanut butter;pimento butter;shrimp butter;tahini;tapenade
paste,5,verb,epoxy
pasty,5,noun,cornish pasty;pork pie
patch,5,noun,facula;facula;macule;nebula;parhelion;plaque;speck;splash;sunspot;worn spot|bed;garden|flash;pasty;shoulder patch|cold spell;hot spell;snap|adhesive bandage;capeline bandage;cast;compression bandage;elastic bandage;four-tailed bandage;immovable bandage;oblique bandage;roller bandage;sling;suspensory;swathe;truss
patch,5,verb,vamp
patio,5,noun,suntrap
patty,5,noun,fish cake|peppermint patty
pause,5,noun,blackout;caesura;dead air;delay;halftime;lapse;letup;respite;time-out|freeze;hesitation;intermission;respite
pause,5,verb,hem and haw;scruple|rest;take five;take ten
paved,5,verb,asphalt;causeway;cobble;hard surface
payer,5,noun,drawee;paymaster;taxpayer;tenant;tither
peace,5,noun,amity;armistice;collective security;conciliation;pax romana
pearl,5,noun,seed pearl|dewdrop;teardrop
peavy,5,noun,cant hook
pedal,5,noun,accelerator;brake pedal;clutch;soft pedal;sustaining pedal
pedal,5,verb,backpedal;unicycle
penis,5,noun,cock;micropenis
penny,5,noun,copper;new penny
perch,5,noun,roost|european perch;pike-perch;snail darter;yellow perch
peril,5,noun,health hazard;moral hazard;occupational hazard;sword of damocles|speculativeness|chance;crapshoot;gamble
peril,5,verb,compromise
pesah,5,noun,pasch
pewee,5,noun,western wood pewee
pewit,5,noun,western wood pewee
phage,5,noun,coliphage;typhoid bacteriophage
phase,5,noun,anal stage;apogee;chapter;diakinesis;diplotene;fertile period;generation;genital stage;incubation;latency stage;leptotene;menstrual phase;musth;oral stage;pachytene;phallic stage;phase of cell division;safe period;secretory phase;seedtime;zygotene|dispersed phase;dispersing phase|phase of the moon
phlox,5,noun,chickweed phlox;evening-snow;ground pink;moss pink
phone,5,noun,desk phone;dial telephone;extension;handset;pay-phone;radiotelephone;speakerphone|consonant;orinasal phone;phoneme;semivowel;sonant;vowel|earplug;telephone receiver
phone,5,verb,call in;cell phone
phony,5,noun,smoothie;tartuffe;whited sepulcher
photo,5,noun,beefcake;black and white;blueprint;cheesecake;closeup;daguerreotype;enlargement;frame;glossy;headshot;hologram;longshot;microdot;mosaic;mug shot;photocopy;photographic print;photomicrograph;radiogram;scene;snapshot;spectrogram;stereo;still;telephotograph;telephotograph;time exposure;vignette;wedding picture
piano,5,noun,grand piano;mechanical piano;upright
piece,5,noun,beam;piece of cloth;piece of leather;scrap;shard;snip;spindle|acicula;base;body part;corner;corpus;craton;cutting;fragment;hunk;nub;segment;slice;strip;world|adagio;allegretto;allegro;andante;bagatelle;canon;capriccio;divertimento;duet;etude;fantasia;incidental music;intermezzo;introit;larghetto;largo;medley;morceau;motet;movement;musical arrangement;nocturne;octet;passage;pastorale;program music;quartet;quintet;realization;septet;sextet;sheet music;solo;song;study;suite;symphonic poem;toccata;trio|afterpiece;article;fragment;hiatus;morceau|autoloader;muzzle loader;pistol;repeating firearm;rifle;riot gun;shotgun;smoothbore;twenty-two|cutlet;fillet|virtu|cold spell;hot spell;snap|black;checker;chessman;tile;white
piece,5,verb,vamp|compound;confect;configure;jumble;reassemble;rig up
piety,5,noun,devoutness;dutifulness;godliness
piggy,5,noun,sucking pig
pilaf,5,noun,bulgur pilaf
pilau,5,noun,bulgur pilaf
pilaw,5,noun,bulgur pilaf
piles,5,noun,compost heap;dunghill;pyre;scrapheap;shock;slagheap;stack;stockpile;woodpile|flood;haymow|lanugo|sheet pile
piles,5,verb,cord;rick
pilot,5,noun,barnstormer;captain;combat pilot;copilot;kamikaze;test pilot;wingman
pilot,5,verb,balloon;fly blind;fly contact;glide;hang glide;hedgehop;hydroplane;jet;solo;test fly|astrogate
pilus,5,noun,ingrown hair
pinch,5,noun,snuff
pinch,5,verb,goose;tweak|flute|tail
pinna,5,noun,cauliflower ear
pinon,5,noun,bishop pine;california single-leaf pinyon;nut pine;parry's pinyon
pinot,5,noun,pinot blanc;pinot noir
piper,5,noun,pipe major
pipet,5,noun,dropper
pipit,5,noun,meadow pipit
pitch,5,noun,alto;alto;bass;concert pitch;high pitch;key;low pitch;soprano;tenor;tone;tune|balk;ball;beanball;change-up;curve;duster;fastball;knuckleball;overhand pitch;passed ball;screwball;sinker;spitball;strike;submarine ball;wild pitch|loft|coal tar|rock
pitch,5,verb,lag;submarine;throw back|ascend;climb;dip;fall;stoop|cock|camp|popularize
pivot,5,noun,fulcrum;pintle
pivot,5,verb,pirouette
pixie,5,noun,leprechaun;sandman
pizza,5,noun,anchovy pizza;cheese pizza;pepperoni pizza;sausage pizza;sicilian pizza
place,5,noun,birthplace;end;grave;hiding place;high;hole-in-the-wall;holy place;junction;mecca;nesting place;overlook;peak;polling place;pool;rendezvous;scour;service area;showplace;solitude;stop;target;zone|boatyard;center;colony;hatchery;sanctuary|level|behalf|home away from home|academicianship;accountantship;admiralty;ambassadorship;apostleship;apprenticeship;associateship;attorneyship;bailiffship;baronetage;bishopry;cadetship;caliphate;captainship;cardinalship;chairmanship;chancellorship;chaplaincy;chieftaincy;clerkship;commandership;comptrollership;consulship;controllership;councillorship;counselorship;curacy;curatorship;custodianship;deanship;directorship;discipleship;editorship;eldership;emirate;fatherhood;fatherhood;foremanship;generalship;governorship;headship;headship;hot seat;incumbency;inspectorship;instructorship;internship;judgeship;khanate;lectureship;legation;legislatorship;librarianship;lieutenancy;magistracy;managership;manhood;marshalship;mastership;mayoralty;messiahship;moderatorship;overlordship;pastorship;peasanthood;plum;praetorship;precentorship;preceptorship;prefecture;prelacy;premiership;presidency;primateship;principalship;priorship;proconsulship;proctorship;professorship;protectorship;public office;rabbinate;receivership;rectorship;regency;residency;rulership;sainthood;secretaryship;seigniory;senatorship;sinecure;solicitorship;speakership;stewardship;studentship;teachership;thaneship;throne;treasurership;tribuneship;trusteeship;vice-presidency;viceroyship;viziership;wardenship;wardership;womanhood|anomaly;back;front;half-mast;juxtaposition;landmark;lead;left;lie;pitch;pole position;polls;post;pride of place;right;setting;site;stand;station;vantage;wing|niche|perch|postposition;preposition|indentation;margin
place,5,verb,appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade|address;range in|distinguish|buy into;fund;roll over;shelter;speculate;tie up|fort;garrison;locate
plain,5,noun,flat;floodplain;llano;moor;peneplain;snowfield;steppe;tundra
plain,5,verb,backbite;bleat;deplore;gripe;grouch;murmur;nag;protest;rail;repine;report;whine
plait,5,noun,pigtail;queue|box pleat;inverted pleat;kick pleat;knife pleat;tuck
plane,5,noun,airliner;amphibian;biplane;bomber;delta wing;fighter;hangar queen;jet;monoplane;multiengine airplane;propeller plane;reconnaissance plane;seaplane;ski-plane;tanker plane|cartesian plane;facet plane;midplane;orbital plane;picture plane;tangent plane|beading plane;block plane;bullnose;chamfer plane;circular plane;combination plane;dovetail plane;fore plane;jack plane;jointer;match plane;openside plane;router plane;scrub plane;smooth plane;spokeshave
plane,5,verb,aquaplane;aquaplane
plank,5,noun,chipboard;deal;matchboard;skid;wale
plant,5,noun,bottling plant;brewery;distillery;factory;mint;packinghouse;recycling plant;refinery;saltworks;sewage disposal plant;smelter|acrogen;air plant;annual;apomict;aquatic;autophyte;biennial;crop;cryptogam;embryo;endemic;escape;gametophyte;garden plant;holophyte;houseplant;hygrophyte;microflora;monocarp;myrmecophyte;neophyte;non-flowering plant;ornamental;perennial;phytoplankton;plantlet;poisonous plant;pot plant;rock plant;sporophyte;vascular plant;wilding
plant,5,verb,afforest;bed;checkrow;dibble;puddle;replant;root;tree|bury;nest;pot|appoint;fix
plash,5,noun,splat
plash,5,verb,puddle;slosh
plate,5,noun,baffle;cylinder head;damper;disk;engraving;escutcheon;fin keel;fishplate;grid;gusset;l-plate;lamella;license plate;nameplate;plate iron;platen;pleximeter;tap|fashion plate|dessert plate;dinner plate;paper plate;salad plate;soup plate;steel plate|comb;frill;lamina;operculum|quarter plate|wall plate|armor plate;horseshoe;shell plating|bridge;false teeth;partial denture
plate,5,verb,chrome;electroplate;goldplate;nickel;silver;silverplate;tin;tin
plead,5,verb,beg;bid|demur
pleat,5,noun,box pleat;inverted pleat;kick pleat;knife pleat;tuck
plebe,5,noun,midshipman
plica,5,noun,epicanthus;ruga;tentorium;vocal cord
pluck,5,verb,tweeze|extort|twang|berry;mushroom
plume,5,noun,aigrette;panache|aftershaft;bastard wing;contour feather;down;flight feather;hackle;marabou;scapular
plume,5,verb,extort
plunk,5,verb,chute;crash-dive;duck;nosedive;power-dive|twang
poesy,5,noun,epos;heroic poetry
point,5,noun,attractor;intercept;intersection|abutment;antinode;beginning;blind spot;celestial point;center;chokepoint;corner;corner;crossing;focus;focus;focus;geographic point;ground zero;hilum;hot spot;mcburney's point;midair;military position;navel;node;position;position;pressure point;punctum;topographic point;trichion;vanishing point|bottom line;crux;rallying point;talking point|minutia;nook and cranny;respect;sticking point;technicality|acme;climax;extent;ladder;plane;quickening;resultant;standard of living;state of the art;ultimacy|arrival time;beginning;date;deadline;departure time;distance;end;middle;midterm;midterm;moment;phase;run-time;show time;term;then|cusp;head;widow's peak|advantage;match point;point after;set point|agenda item;incidental;inventory item;line item;news item;place|arrowhead;barb;barb;cusp;diamond point;nib;pike;pinpoint;spearhead;spike|cardinal compass point;east by north;east by south;east northeast;east southeast;north by east;north by west;north northeast;north northwest;northeast;northeast by east;northeast by north;northwest;northwest by north;northwest by west;south by east;south by west;south southeast;south southwest;southeast;southeast by east;southeast by south;southwest;southwest by south;southwest by west;west by north;west by south;west northwest;west southwest|suspension point|selling point
point,5,verb,finger;point;reflect;signalize|channel;conn;corner;crab;dock;helm;navigate;navigate;park;pull over;sheer;stand out;starboard|bode;mark|address;range in|acuminate
poise,5,verb,steel|juggle
poker,5,noun,draw;high-low;penny ante;straight poker;strip poker;stud
pokey,5,noun,bastille;holding cell;hoosegow;house of correction;lockup;workhouse
polls,5,noun,exit poll;straw vote|tonsure
polls,5,verb,circularize
polyp,5,noun,adenomatous polyp;pedunculated polyp;sessile polyp
ponce,5,noun,procuress;whoremaster
poppy,5,noun,blue poppy;california poppy;celandine;celandine poppy;corn poppy;creamcups;golden cup;iceland poppy;iceland poppy;opium poppy;oriental poppy;plume poppy;prickly poppy;welsh poppy;western poppy;wind poppy
porch,5,noun,back porch;deck;front porch;portico;stoop;veranda
porgy,5,noun,red porgy;scup;scup;sheepshead porgy
porno,5,noun,child pornography
porta,5,noun,anus;aortic orifice;blastopore;cardia;cervix;fenestra;fontanelle;introitus;mouth;naris;os;porta hepatis;pylorus;rima;spiracle;stoma;urethral orifice;vent
posed,5,verb,ramp|masquerade|attitudinize|appose;arrange;barrel;bed;bottle;bucket;butt;clap;cock;coffin;cram;dispose;docket;emplace;emplace;ensconce;glycerolize;ground;imbricate;insert;install;intersperse;jar;juxtapose;ladle;lay;lean;load;marshal;middle;misplace;misplace;nestle;parallelize;park;perch;pigeonhole;pile;pillow;plant;plant;poise;position;postpose;prepose;rack up;recess;recline;replace;repose;reposition;rest;seat;seat;seat;set;set down;set down;settle;shelve;ship;sign;siphon;situate;sow;space;stand;step;stratify;superimpose;superpose;tee;throw;throw;trench;underlay;upend|elude;riddle;stump
poser,5,noun,poseuse|artist's model;dressmaker's model;photographer's model
posit,5,noun,bayes' postulate;premise
posit,5,verb,bury;sediment|insist
potty,5,noun,flush toilet;flushless toilet;potty seat
pouch,5,noun,mailbag;pocket;sporran;tobacco pouch;waist pack|auricle;auricula;cheek pouch;gizzard;marsupium;scrotum;utricle
pouch,5,verb,bulk
pound,5,verb,flap;palpitate;pulsate;thrash
power,5,noun,control;disposal;effectiveness;free will;influence;interest;irresistibility;legal power;persuasiveness;potency;preponderance;puissance;repellent;stranglehold;sway;valence;valence;veto|electrical power;waterpower|aptitude;bilingualism;capacity;creativity;faculty;hand;intelligence;know-how;leadership;originality;skill;skill;superior skill|executive clemency;war power|influence;juggernaut;moloch|degree;logarithm|hegemon|oil tycoon
power,5,verb,drive
prank,5,noun,shtik|dirty trick;practical joke
prate,5,verb,babble
prawn,5,noun,river prawn|long-clawed prawn
press,5,noun,free press;magazine;newspaper|flatbed press;rotary press;standing press|traffic jam|armoire;clothes closet;coat closet|cheese press;ciderpress;garlic press;hydraulic press;punch press;winepress|compression;impression
press,5,verb,crunch;drag down;knuckle;push;squash;squeeze|preach;push;rush|calender;iron|astringe;bear down;choke;choke;choke;convulse;convulse;prim;strangulate|mangle
price,5,noun,assessment;average cost;expensiveness;inexpensiveness;marginal cost|asking price;bid price;closing price;factory price;highway robbery;purchase price;spot price;support level;valuation|death toll
price,5,verb,mark up;overprice;rig;underquote
prick,5,noun,score
prick,5,verb,needle|prickle
pride,5,noun,amour propre;dignity;ego;self-esteem|civic pride|arrogance
prime,5,noun,prime number|golden age
prink,5,verb,bedizen;enrobe;prank;preen;tart up
print,5,noun,small print|contact print;copperplate;engraving;gravure;linocut;lithograph;mezzotint;overprint;silkscreen|fingerprint;footprint;hoofprint;line;line;mintmark;stroke;trace|cutout;proof
print,5,verb,gazette;republish|misprint|engrave;etch;lithograph;silkscreen;stencil|boldface;cyclostyle;italicize;letter;offset;overprint;prove;typeset
prise,5,verb,admire;reverence;think the world of
prism,5,noun,parallelepiped;quadrangular prism;triangular prism|erecting prism
privy,5,noun,head;public toilet;washroom;water closet
prize,5,noun,door prize;fellowship;gratuity;jackpot;premium;prize money;scholarship|apple of discord;booby prize;bronze medal;cup;gold medal;silver medal
prize,5,verb,do justice;recognize|admire;reverence;think the world of
probe,5,noun,fishing expedition
probe,5,verb,hear;investigate;re-examine|gutter
prole,5,noun,dogsbody
prong,5,noun,tine
proof,5,noun,confirmation;establishment|demonstration;logical proof;mathematical proof|foundry proof;galley proof|authentication;documentation;monetization;probate
proof,5,verb,bombproof;bulletproof;child-proof;fireproof;goofproof;weatherproof
props,5,noun,pitprop|custard pie
props,5,verb,bolster
prose,5,noun,euphuism;interior monologue;nonfiction;polyphonic prose;prose poem;stream of consciousness
prove,5,verb,result|negate;prove;prove oneself;stultify|adduce;attest;presume|control;field-test;float
prune,5,verb,disbud;poll;shear;top
pseud,5,noun,name dropper;ringer
pulse,5,noun,diastole;systole;throb|femoral pulse;radial pulse
punch,5,noun,counterpunch;haymaker;hook;jab;rabbit punch;sucker punch|cup;eggnog;fish house punch;fruit punch;glogg;may wine;milk punch;wassail|center punch;punch pliers
punks,5,noun,bully
pupil,5,noun,art student;auditor;catechumen;collegian;crammer;etonian;ivy leaguer;law student;major;medical student;nonreader;overachiever;passer;scholar;seminarian;sixth-former;skipper;underachiever;withdrawer;wykehamist|boarder;day boarder;latchkey child;schoolboy
purge,5,noun,purification|catharsis;catharsis
purge,5,verb,lustrate;spiritualize
purse,5,noun,clutch bag;etui;evening bag;reticule;shoulder bag
purse,5,verb,pooch
quail,5,noun,bobwhite;california quail;old world quail
quail,5,verb,shrink back
quake,5,noun,seaquake;shock;tremor
