lemma,Count,part_of_speech,hyponyms
quark,5,noun,bottom quark;charm quark;down quark;strange quark;top quark;up quark
quash,5,verb,break;stet
queen,5,noun,queen bee|queen of england|queen consort;queen dowager;queen regent
queer,5,verb,dash;disappoint;ruin;short-circuit|compromise
query,5,verb,check out;debrief;examine;interpellate;pump;wonder
quest,5,noun,wild-goose chase
quest,5,verb,appeal;apply;ask;ask out;beg;call;challenge;claim;claim;demand;demand;desire;encore;excuse;invite;invite;invite;order;petition;reserve;reserve;solicit;supplicate
queue,5,noun,breadline;checkout line;chow line;gas line;reception line;ticket line;unemployment line|push-down queue
quiet,5,noun,hush;quietness;speechlessness|ataraxia
quiet,5,verb,compose;lull;pacify;reassure
quill,5,noun,primary;tail feather
quilt,5,noun,eiderdown;patchwork
quira,5,noun,panama redwood tree;roble
quits,5,verb,break;call it quits;cheese;drop;leave off;pull the plug;retire;shut off;sign off|fall;retire;top out;vacate|beat a retreat;congee;decamp;plump out;walk out of|disclaim
quote,5,noun,double quotes;scare quote;single quote|epigraph;mimesis;misquotation
quote,5,verb,misquote|underquote
rabbi,5,noun,amora
racer,5,noun,finisher|finisher;stock car|finisher;greyhound;steeplechaser|blacksnake;horseshoe whipsnake
radar,5,noun,doppler radar;early warning radar;three-dimensional radar;weather radar
radio,5,noun,clock radio;crystal set;heterodyne receiver;push-button radio|radiotelegraph
rafts,5,noun,balsa raft;life raft|flood;haymow
rails,5,noun,third rail|bar;fife rail;safety rail;taffrail|third rail|hitchrack;ledger board;picture rail;plate rail;split rail|coot;crake;notornis;weka
raise,5,noun,uphill|doubling
raise,5,verb,bump up|chin;get up;heighten;hike;hoist;hoist;hoist;jack;kick up;levitate;pick up;pinnacle;pump;raise;rear;shoulder;skid;trice;underlay|call up|fund-raise|carry;keep;overproduce|cradle;fledge;foster|bless;curse|anger;draw;excite;hurt;infatuate;inflame;interest;invite;overwhelm;prick;rekindle;shame;stimulate;strike a chord;upset|dignify;exalt|potentiate|brevet;bring up;ennoble;prefer;spot promote;tenure
rally,5,noun,pep rally;revival
rally,5,verb,jeer;kid
range,5,noun,approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep|earshot;rifle range;view|home range|practice range;rifle range;test range|band|sight|charcoal burner;cookstove;electric range;gas range;potbelly;primus stove;spirit stove
range,5,verb,gallivant;maunder|carry|spread-eagle|compart|downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade
ranid,5,noun,bullfrog;cascades frog;goliath frog;grass frog;green frog;leopard frog;pickerel frog;tarahumara frog;wood-frog
raped,5,verb,gang-rape|knock
raphe,5,noun,palatine raphe
rates,5,noun,poor rates|acceleration;attrition rate;birthrate;bits per second;crime rate;data rate;deathrate;deceleration;dose rate;erythrocyte sedimentation rate;flow;flux;frequency;gigahertz;growth rate;hertz;inflation rate;jerk;kilohertz;kilometers per hour;megahertz;metabolic rate;miles per hour;pace;pulse;rate of return;respiratory rate;revolutions per minute;sampling rate;solar constant;spacing;speed;tempo;terahertz;words per minute|excursion rate;footage;freight;interest rate;linage;pay rate;payment rate;rate of depreciation;rate of exchange;room rate;tax rate|beat;celerity;slowness;sluggishness;speed
rates,5,verb,downgrade;prioritize;reorder;seed;sequence;shortlist;subordinate;superordinate;upgrade|revalue|sell out
ratio,5,noun,abundance;abundance;albedo;aspect ratio;average;cephalic index;eccentricity;efficiency;employee turnover;facial index;focal ratio;frequency;hematocrit;intelligence quotient;load factor;loading;loss ratio;mach number;magnification;margin of profit;mechanical advantage;mileage;odds;order of magnitude;output-to-input ratio;prevalence;price-to-earnings ratio;productivity;proportionality;quotient;refractive index;relative humidity;respiratory quotient;safety factor;signal-to-noise ratio;stoichiometry;time constant
rayon,5,noun,acetate rayon;viscose rayon
razed,5,verb,bulldoze
razor,5,noun,safety razor;shaver;straight razor
reach,5,noun,earshot;rifle range;view|approximate range;confines;contrast;gamut;horizon;internationality;latitude;palette;spectrum;sweep|outreach|sight
reach,5,verb,access;bottom out;catch up;culminate;find;get through;ground;make;scale;summit;top;top out|break even;max out|ping;ping;raise|average;begin;come to;compass;culminate;reach;score;wangle|reach into|deal;entrust;entrust;give;hand over;release;slip|extend oneself;kill oneself;trouble oneself
react,5,verb,accept;accept;accept;answer;answer;bristle;explode;flip;greet;notice;overreact;refuse;resist;respond;stool;treat;wonder|buck;pursue|bromate
ready,5,verb,concoct;deglaze;devil;dress;flambe;lard;precook;preserve;put on;scallop;whip up|brace;cram;cultivate;fix;mount;precondition;prime;provide;set up;socialize;summerize;winterize
realm,5,noun,lotusland
reave,5,verb,deplume
rebel,5,noun,mutineer;young turk
rebel,5,verb,mutiny;revolt
rebut,5,verb,answer;oppose
recap,5,noun,epanodos
recap,5,verb,retrograde
recur,5,verb,cycle;iterate
refer,5,verb,commend;cross-refer;drag up;invoke;namedrop;quote;raise;remember;speak of the devil;touch on|apply;focus on;involve;matter to|recommit;submit|apply;euphemize;express;hark back;name;slur;twist
reich,5,noun,hohenzollern empire;third reich
reify,5,verb,hypostatize
reign,5,noun,reign of terror|scepter
reign,5,verb,overarch;override;preponderate
relax,5,verb,sit back;vege out|unbrace|unbend
relay,5,noun,torch race
relic,5,noun,archeological remains|love-token;party favor
remit,5,verb,call;hold;probate;reprieve;suspend|douse
renew,5,verb,overhaul;refresh;refurbish;regenerate;renovate;replace;restore;retread;revamp;revitalize
rente,5,noun,annuity in advance;ordinary annuity;reversionary annuity;tontine
repay,5,verb,reimburse;restore|pay
repel,5,verb,disgust;turn off|sicken
reply,5,noun,feedback;rescript|answer;counterblast;echo;non sequitur;rejoinder
reply,5,verb,bridle;call back;counter;field;retort;sass
resin,5,noun,east india kino;natural resin;synthetic resin
reuse,5,verb,reclaim;rehash
revel,5,noun,bust;carouse;orgy;whoopee
revel,5,verb,have a ball;live it up;wallow|carouse
revue,5,noun,follies
rhino,5,noun,black rhinoceros;indian rhinoceros;white rhinoceros;woolly rhinoceros
rhyme,5,noun,alliteration;assonance;consonance;double rhyme;eye rhyme;internal rhyme|clerihew;doggerel;limerick
rhyme,5,verb,alliterate;tag|assonate
ribes,5,verb,debunk;satirize;stultify;tease
rider,5,noun,hang glider;horseman;pedaler|commuter;fare;hitchhiker;stowaway;straphanger
ridge,5,noun,bank;bar;dune;esker;ledge;reef;ripple mark|corrugation;raphe|arete;hogback|supraorbital ridge
rifle,5,noun,carbine;garand rifle;sniper rifle;winchester
rifle,5,verb,deplume
right,5,noun,access;advowson;cabotage;claim;due;entree;floor;grant;human right;legal right;preemption;prerogative;privilege;representation;right of action;right of search;right of way;states' rights;voting right;water right|stage right|hard right;religious right
right,5,verb,expiate;over-correct|debug;rectify
rigor,5,noun,sternness
riled,5,verb,antagonize;eat into;fret;get;harass;peeve;ruffle|muddle
rimed,5,verb,assonate|alliterate;tag|beard
rings,5,noun,fairy ring|carabiner;collar;curtain ring;key ring;napkin ring;nose ring;rim;rim;tire;towel ring|heterocyclic ring|nest;youth gang|bell ringing|boxing ring;sumo ring;wrestling ring|annulet;engagement ring;mourning ring;ringlet;signet ring;wedding ring
rings,5,verb,ding;knell;peal;tintinnabulate|bong;consonate;reecho;reecho|toll|call in;cell phone|cloister;cloister;enclose;fringe;girdle;hem in
rinse,5,verb,flush|elute
risen,5,verb,bubble;chandelle;climb;go up;rise;rocket;scend;soar;steam;uplift|bull;soar|take the floor|loom|bubble up;emerge;resurface;well|come;come forth;head;resurge;well up|advance;jump|mutiny;revolt
riser,5,noun,early bird
rival,5,noun,champion;comer;finalist;foe;front-runner;king;runner-up;scratch;semifinalist;street fighter;tier;tilter
rival,5,verb,outrival
rivet,5,verb,listen;recall;steep;think;zoom in
roach,5,noun,american cockroach;australian cockroach;german cockroach;giant cockroach;oriental cockroach
roads,5,noun,access road;byway;causeway;clearway;corduroy;detour;drive;driveway;highway;line;post road;roadway;shortcut;side road;skid road;speedway;thoroughfare;track;turnoff|royal road
roast,5,noun,beef roast;blade roast;lamb roast;pork roast;pot roast;rib roast;rump roast;top round;veal roast
roast,5,verb,pan roast|debunk;satirize;stultify;tease
robed,5,verb,hold up;pick|extort
robot,5,noun,android
roman,5,noun,palatine
rooms,5,noun,anechoic chamber;anteroom;back room;ballroom;barroom;bathroom;bedroom;belfry;billiard room;boardroom;cardroom;cell;cell;chamber;checkroom;classroom;clean room;cloakroom;closet;clubroom;compartment;conference room;control room;court;cubby;cutting room;darkroom;den;dinette;dining room;door;dressing room;durbar;engineering;floor;furnace room;gallery;gallery;greenroom;guardroom;hall;hospital room;kitchen;library;living room;locker room;lounge;manor hall;poolroom;presence chamber;rathole;reading room;reception room;recreation room;rotunda;scriptorium;scullery;sewing room;shipping room;shower room;sickbay;sickroom;smoking room;squad room;squad room;steam bath;storeroom;study;sun parlor;surgery;television room;test room;toilet;torture chamber;vestry;walk-in;war room;workroom|breathing room;headroom;houseroom;living space;parking;sea room;seating;standing room
roost,5,noun,henroost
roots,5,noun,adventitious root;briarroot;calamus;carrot;cassava;chicory;ginseng;horseradish;hottentot bread;licorice root;mandrake root;orrisroot;parsnip;pneumatophore;prop root;radish;rootlet;salsify;sarsaparilla root;senega;taproot;taro|birthplace;derivation;fountainhead;headwater;home;jumping-off place;point source;spring;trail head;wellhead|cube root;square root|ancestress;forebear;forefather;foremother;progenitor
roots,5,verb,roost
rosin,5,noun,east india kino;natural resin;synthetic resin
rotor,5,noun,main rotor;tail rotor
round,5,noun,bottom;top|disk
round,5,verb,purse|abuse;blister;bombard;claw;rip;rubbish;vitriol;whang
rouse,5,verb,hunt;smoke out|bother;electrify;hype up;pother|bring to;call;reawaken
route,5,noun,air lane;beat;beeline;bus route;circuit;crosscut;direction;fairway;feeder line;flight path;line of fire;line of flight;line of march;main line;migration route;orbit;orbit;paper route;supply line;track;trade route;traffic pattern|access road;byway;causeway;clearway;corduroy;detour;drive;driveway;highway;line;post road;roadway;shortcut;side road;skid road;speedway;thoroughfare;track;turnoff
rover,5,noun,nomad;vagrant
rowdy,5,noun,bullyboy;muscleman;skinhead;tough guy
rower,5,noun,oarswoman;sculler;stroke
rubor,5,noun,adenitis;alveolitis;alveolitis;angiitis;aortitis;appendicitis;arteritis;balanitis;balanoposthitis;blepharitis;bursitis;carditis;catarrh;cellulitis;cervicitis;cheilitis;cholangitis;cholecystitis;chorditis;chorditis;colitis;colpitis;colpocystitis;conjunctivitis;corditis;costochondritis;dacryocystitis;diverticulitis;encephalitis;encephalomyelitis;endarteritis;endocervicitis;enteritis;epicondylitis;epididymitis;epiglottitis;episcleritis;esophagitis;fibromyositis;fibrositis;folliculitis;funiculitis;gastritis;glossitis;hydrarthrosis;ileitis;iridocyclitis;iridokeratitis;iritis;jejunitis;jejunoileitis;keratitis;keratoconjunctivitis;keratoiritis;keratoscleritis;laminitis;laryngitis;laryngopharyngitis;laryngotracheobronchitis;lymphadenitis;lymphangitis;mastitis;mastoiditis;metritis;myelitis;myometritis;myositis;neuritis;oophoritis;orchitis;osteitis;otitis;ovaritis;pancreatitis;parametritis;parotitis;peritonitis;phalangitis;phlebitis;pneumonitis;posthitis;proctitis;prostatitis;rachitis;radiculitis;retinitis;rhinitis;salpingitis;scleritis;shin splints;sialadenitis;sinusitis;splenitis;spondylitis;stomatitis;synovitis;tarsitis;tendinitis;thyroiditis;tonsillitis;tracheitis;tracheobronchitis;tympanitis;ulitis;ureteritis;uveitis;uvulitis;vaginitis;valvulitis;vasculitis;vasovesiculitis;vesiculitis;vulvitis;vulvovaginitis
ruled,5,verb,dictate;misgovern;reign;throne|overrule;rule out|overarch;override;preponderate
ruler,5,noun,basileus;bourbon;caliph;dictator;dynast;emir;ethnarch;hakim;hanoverian;inca;khan;mogul;oligarch;overlord;pharaoh;puppet ruler;regent;sheik;sovereign;stuart;sultan;tudor;tyrant|carpenter's rule;foot rule;meterstick;yardstick
rummy,5,noun,alcoholic|canasta;gin
rupee,5,noun,cent
saber,5,noun,scimitar
sable,5,noun,rigger
sabre,5,noun,scimitar
sahib,5,noun,memsahib
saint,5,noun,patron saint|buddha;fakir|class act;humdinger;jimdandy
salad,5,noun,chicken salad;coleslaw;crab louis;fruit salad;herring salad;molded salad;pasta salad;potato salad;salad nicoise;salmagundi;tabbouleh;tossed salad;tuna fish salad
sales,5,noun,divestiture|auction;sell|bazaar;car boot sale;clearance sale;closeout;fire sale;fire sale;garage sale;going-out-of-business sale;realization;rummage sale;selloff;white sale|conditional sale;sheriff's sale
salve,5,noun,arnica;baby oil;balsam;carron oil;cerate;chrism;lip balm;mentholated salve;mercurial ointment;zinc ointment
sands,5,verb,rough-sand
sauce,5,noun,aioli;allemande;anchovy sauce;apricot sauce;barbecue sauce;bearnaise;bercy;bordelaise;bourguignon;bread sauce;brown sauce;caper sauce;chinese brown sauce;chocolate sauce;cocktail sauce;colbert;curry sauce;demiglace;dressing;espagnole;gravy;hard sauce;hollandaise;horseradish sauce;hot sauce;hungarian sauce;hunter's sauce;lyonnaise sauce;marchand de vin;mole;mushroom sauce;mustard sauce;nantua;newburg sauce;peach sauce;pepper sauce;pesto;plum sauce;poulette;ravigote;remoulade sauce;smitane;snail butter;soubise;spaghetti sauce;tartare sauce;veloute;white sauce;wine sauce;worcester sauce
saved,5,verb,conserve;record|rescue|scrimp|hoard|favor|tighten one's belt|overwrite
saver,5,noun,salvager;succorer|economizer;hoarder
savor,5,noun,lemon;vanilla
savor,5,verb,devour;feast one's eyes|smack
savvy,5,noun,appreciation;comprehension;grasping;hindsight;insight;realization;self-knowledge;smattering
savvy,5,verb,catch on;digest;figure;intuit
saxon,5,noun,west saxon
scads,5,noun,bigeye scad;horse mackerel;horse mackerel;mackerel scad;round scad
scale,5,noun,beaufort scale;index;logarithmic scale;mercalli scale;mohs scale;moment magnitude scale;richter scale;temperature scale;wage scale|squamule|dander;dandruff|chromatic scale;diatonic scale;gamut;gapped scale|balance;weighbridge|vernier scale|armor plate;horseshoe;shell plating|fish scale;squama
scalp,5,verb,lift
scamp,5,noun,terror
scape,5,noun,peduncle
scare,5,noun,red scare
scare,5,verb,awe;bluff;consternate;dismay;intimidate;spook;terrify
scarf,5,noun,feather boa;fichu;kerchief;lambrequin;mantilla;muffler;patka;rebozo;sable;stole;tudung
scaup,5,noun,greater scaup;lesser scaup
scene,5,noun,darkness;field of honor;light;stage;venue|background;coast;exposure;foreground;glimpse;middle distance;side view;tableau|outtake|scenario|backdrop;flat;masking piece;set piece
scent,5,noun,incense|musk|bouquet;malodorousness;muskiness;rancidness
scent,5,verb,cense;perfume;stink up
schwa,5,noun,murmur vowel
scold,5,noun,harridan
scold,5,verb,chastise;tell off
scone,5,noun,drop scone
scoop,5,verb,dip|outmaneuver
scoot,5,verb,plunge
